"Pass","Ethelruda","start dated IUP","GrA-53000","end dated IUP","start Ahmarian","GrA-57597","GrA-53004","GrA-57542","GrA-54846","GrA-57603","GrA-57602","GrA-53001","Egbert","GrA-54847","GrA-57599","GrA-57598","GrA-57544","end Ahmarian","start UP","GrA-57545","GrA-53006","GrA-54848","end UP","start EPI","GrA-53005","end EPI",
855,-43484.9,-41651.3,-41612,-41187.3,-41122.3,-41056.4,-41010.3,-40963.3,-40807.7,-40424.8,-40930.4,-40695.2,-40888.8,-39432.3,-39799.2,-39460.8,-39467.8,-39097.4,-38503.5,-37860.8,-36574.5,-30190.6,-29422.2,-28372.5,-28063.5,-27269.4,
856,-45720.9,-41651.3,-41402.7,-41182.2,-41150.8,-41121.3,-40999.6,-40984.8,-40818.4,-40468.3,-40454.1,-40774.6,-40331.9,-39432.3,-39765.3,-39339,-39974.5,-39097.4,-38967.9,-37860.8,-36574.5,-30437.9,-28786.1,-28523.3,-27863,-26553.8,
857,-46832.2,-41651.3,-41564.8,-41291.2,-41238.9,-41095.4,-41078.4,-40883.2,-40818.4,-40556,-40285.5,-40668.7,-40091.9,-39432.3,-39516.7,-39339,-39974.5,-39221.7,-38342.8,-37860.8,-36574.5,-30437.9,-28786.1,-28336.6,-27863,-26553.8,
858,-46538.5,-44328.3,-41562.7,-41282.4,-41120.1,-41095.4,-40982.8,-40893.9,-40816.5,-40556,-40656.3,-40879.9,-39837,-39233.3,-39651.6,-39529.9,-39247.9,-39221.7,-38791.6,-37672.1,-36574.5,-30437.9,-28953.5,-28269.8,-27716.4,-26553.8,
859,-43716.6,-43145.8,-41562.7,-41126.3,-41117.6,-41087.7,-41045.6,-41017.8,-40816.5,-40525.3,-40656.3,-40879.9,-40511.7,-39474.2,-39651.6,-39529.9,-39247.9,-39221.7,-37843,-37672.1,-36574.5,-30437.9,-29471.3,-28269.8,-28228.3,-27072.5,
860,-45026.2,-42044.4,-41800.5,-41363.8,-41152.9,-41112.2,-41031.4,-41030.4,-40847.6,-40586.5,-41023.2,-40855.3,-40418.5,-39644.1,-39803.1,-39694,-39485.7,-39387.1,-37934.8,-37672.1,-36574.5,-29850.4,-29471.3,-28382.9,-28171,-27961.6,
861,-44946.2,-44890.1,-41596.2,-41470.4,-41389.7,-41124.3,-41037,-41016.6,-40847.6,-40586.5,-40658.8,-40758.2,-40456,-39644.1,-40078.9,-40197.3,-39453.2,-39387.1,-37867.4,-37702.3,-36574.5,-29850.4,-28387.1,-28255.1,-28098.4,-27952.4,
862,-47049,-42831.5,-41520.5,-41491.1,-41122.6,-41062.9,-41055.6,-40884,-40847.6,-40831.4,-40658.8,-40676.8,-40731.3,-39644.1,-40015.4,-40391.3,-39745.5,-39387.1,-38100.2,-37702.3,-36574.5,-29850.4,-28608.8,-28253,-28000,-27952.4,
863,-46737.6,-43126.8,-41520.5,-41326.9,-41189.1,-41045,-40806.2,-40770.9,-40719.2,-40140.7,-40547,-40594.3,-40426.5,-39664.9,-39622.5,-39667.3,-39671.9,-39387.1,-38206.6,-37702.3,-36574.5,-29850.4,-29830.8,-28277.8,-28118.6,-27952.4,
864,-43994.7,-43126.8,-41509.4,-41419.7,-41250.5,-41119.6,-40919.9,-40770.9,-40719.2,-39846.8,-40501,-40623.1,-40025.9,-39679.5,-39679.9,-39667.3,-39671.9,-39516.8,-37999.1,-37817.1,-36574.5,-30417,-28798.4,-28552.1,-28013.8,-27952.4,
865,-43344.9,-42593,-41538.4,-41469.3,-41293.2,-41203.4,-40916.6,-40822.4,-40719.2,-40325.5,-40730.6,-40623.1,-40756,-39635.1,-39775.3,-39722.6,-39605.6,-39516.8,-39083.2,-37817.1,-36574.5,-29749.8,-29168.2,-28552.1,-28295.7,-27952.4,
866,-43090.9,-43058.2,-42555.5,-42019.2,-41293.2,-41140.2,-41027.7,-40822.4,-40719.2,-40325.5,-40730.6,-40134.5,-40132.2,-39635.1,-39576,-39659.1,-39605.6,-39516.8,-39083.2,-37863.8,-36574.5,-29749.8,-29643.2,-28552.1,-28295.7,-27952.4,
867,-43784.2,-42556.1,-42230.6,-42019.2,-41535.9,-41281.1,-41024.9,-40822.4,-40719.2,-40487,-40730.6,-40118.2,-40393.2,-39635.1,-39500.5,-39696.2,-39785.6,-39476.3,-38415.8,-37863.8,-36574.5,-29749.8,-29393.4,-28829.2,-28031.6,-27952.4,
868,-46724.4,-42140.2,-41958,-41843,-41535.9,-41479.9,-40879.9,-40823,-40686.2,-40487,-40664.9,-40032.1,-39811.2,-39721.5,-39594,-39696.2,-39609.9,-39411.5,-38806.3,-38142.5,-36574.5,-29749.8,-28839.5,-28754,-28031.6,-26948.8,
869,-44511.7,-42140.2,-41807.2,-41521.5,-41481.1,-41329.3,-40992.3,-40810.6,-40068.1,-40569.3,-40760.8,-40050.6,-40499.9,-39694.4,-39821.6,-39567.9,-39607.6,-39411.5,-39410.6,-37786.2,-36574.5,-29749.8,-29628.3,-29131.1,-28031.6,-25636.8,
870,-46009.2,-42140.2,-41880.9,-41793.2,-41481.1,-41329.3,-40992.3,-40859.8,-40068.1,-40753.8,-40760.8,-39968.7,-40636.4,-39685.7,-39485.3,-39524.9,-39607.6,-39478.4,-38140,-37983.7,-36238.2,-29749.8,-29696.3,-29611.9,-27776,-27725.4,
871,-43306.4,-42140.2,-42039.7,-41998.7,-41481.1,-41191.9,-41054.4,-40975.6,-40599.1,-40753.8,-40760.8,-40115,-40670.6,-39585.9,-39485.3,-39790,-39942.9,-39478.4,-38498.7,-37983.7,-36238.2,-29749.8,-29652.7,-28585.1,-27787,-27725.4,
872,-42735,-42187,-42110.5,-41998.7,-41204.2,-41086.8,-41026.9,-41007.1,-40781.3,-40967.8,-40756.9,-40152.4,-40896.1,-39575.7,-39938,-39473.5,-39623.5,-39278.1,-38498.7,-38487,-36238.2,-29749.8,-29662.1,-28693.3,-28323.1,-27725.4,
873,-42342.6,-42246.2,-42176.6,-42141,-41204.2,-41137,-41132.4,-41032.1,-40781.3,-40967.8,-40745.6,-40946.2,-40145.8,-39575.7,-39643.6,-39397.8,-39676.4,-39278.1,-38737.5,-37728.8,-36238.2,-29749.8,-28771.1,-28518.4,-28246.2,-27681.1,
874,-42362.8,-42249.4,-42157.5,-42026.9,-41204.2,-41200.3,-41072.6,-41015.7,-40852.3,-40967.8,-40745.6,-40946.2,-40481.7,-39575.7,-39596.5,-39545.5,-39676.4,-39033.9,-38762.6,-38640.4,-36238.2,-29749.8,-29506.8,-29406.2,-27930.1,-27681.1,
875,-43357.9,-42261.5,-42069.2,-42026.9,-41180.5,-41112.5,-41087.9,-40995.6,-40661.7,-40967.8,-40960,-40946.2,-40243,-39333.7,-39821.8,-40225.8,-39336.7,-39091.7,-38944.5,-38640.4,-36238.2,-29749.8,-29673.8,-28560.2,-28267.2,-27681.1,
876,-43533.5,-43300.5,-42062.6,-41426.8,-41180.5,-41123.6,-41076.6,-41043.9,-40740.6,-40967.8,-40893.2,-40863,-40482.3,-39333.7,-40025.9,-39285,-39321.8,-39150.6,-38960.7,-38640.4,-36238.2,-29749.8,-28566.3,-28451.7,-28031.5,-27314.1,
877,-43332.5,-42740.6,-42100.8,-41905.9,-41207.9,-41150.7,-41087.9,-41049.1,-40693.7,-41027.5,-40893.2,-40863,-40804,-39259.8,-40085.5,-39726.6,-39317.2,-39187.3,-38670.4,-38209.1,-36275.5,-29755.5,-29309.8,-28122.2,-27878.9,-27584.3,
878,-42827.7,-42407.1,-42003.5,-41905.9,-41209.6,-41165.5,-41100.5,-41030,-40693.7,-41027.5,-40893.2,-40889.3,-40833.5,-39259.8,-40085.5,-39726.6,-39325,-39098.5,-38523.1,-38209.1,-36275.5,-29755.5,-28673.3,-28192,-27968.3,-27584.3,
879,-47325.7,-42407.1,-42003.5,-41996.6,-41209.6,-41102.7,-40939.3,-40932.2,-40450.6,-40852.4,-40748.7,-40565,-40728.9,-39246.8,-40006,-39899.6,-39217,-39172.1,-38796.4,-38209.1,-36275.5,-29755.5,-28649.4,-28459,-28034.6,-27584.3,
880,-42721.6,-42407.1,-42272.5,-41996.6,-41209.6,-41102.7,-40927.7,-40911.9,-40691.4,-40852.4,-40748.7,-40428.8,-40497.3,-39246.8,-39602.9,-39889.1,-39196.7,-39172.1,-38816.8,-38251.6,-36275.5,-29755.5,-29459.7,-29047.5,-28034.6,-27584.3,
881,-44036.2,-42519.5,-42131.3,-41541.9,-41432.9,-41102.7,-40927.7,-40903.7,-40691.4,-40852.4,-40513.7,-40428.8,-39984.4,-39246.8,-39602.9,-39889.1,-39196.7,-38984.1,-38973.3,-38251.6,-36275.5,-29755.5,-29406.4,-28235,-27687.4,-27584.3,
882,-45648.4,-43792.2,-42061.5,-41795.6,-41348,-41207.9,-41175.2,-40865,-40691.4,-40852.4,-40335.4,-40766.4,-40692,-39417.2,-39602.9,-39223.2,-39196.7,-39160.8,-38396.5,-38251.6,-36605.4,-29755.5,-28838.6,-28437.3,-27926.6,-27584.3,
883,-44540.6,-43087.4,-42272.4,-42182.5,-41348,-41279.9,-41105.2,-40954,-40691.4,-40852.4,-40757.8,-40766.4,-40665.9,-39625.8,-39602.9,-39179.6,-39196.7,-38914.1,-38745.6,-38251.6,-36605.4,-29755.5,-28914.6,-27916.3,-27913.6,-22711.6,
884,-46634,-44129.4,-42322.4,-41741.8,-41348,-41343.4,-41127.2,-40981.8,-40691.4,-40852.4,-40757.8,-40766.4,-40504.8,-39625.8,-39602.9,-39443.4,-39269,-39009.9,-38246.4,-37816.4,-36605.4,-29755.5,-28998.7,-28062.8,-27916.1,-27558.2,
885,-46681,-45165.2,-42322.4,-42304.4,-41335.7,-41224.8,-41151.1,-40852.9,-40691.4,-40852.4,-40757.8,-40752.6,-39629,-39561.1,-39602.9,-39443.4,-39585.3,-39009.9,-38207.3,-37731.9,-36605.4,-29755.5,-29613,-28062.8,-27966.6,-27558.2,
886,-44765.3,-42745,-41775.3,-41756,-41335.7,-41331.3,-41245.6,-40852.9,-40691.4,-40852.4,-40757.8,-40752.6,-40008.3,-39126.7,-39675.8,-39729.8,-39602,-39009.9,-38879.5,-37731.9,-36605.4,-29876.7,-28988.6,-28531.8,-27944.8,-27558.2,
887,-43517.9,-42547,-42357.4,-41343.2,-41325.7,-41269.2,-41025.3,-40852.9,-40657.4,-40852.4,-40757.8,-40752.6,-40631,-39126.7,-39675.8,-39729.8,-39339.7,-38897.5,-37893.6,-37730.5,-36602.4,-29865.1,-29717.4,-28221.2,-27742.3,-27558.2,
888,-47408.7,-41972.7,-41526.3,-41292.1,-41128.5,-41096.5,-40917.5,-40886.7,-40627.9,-40792.9,-40757.8,-40583,-40610.2,-39489.2,-39587.2,-39729.8,-39855.7,-38897.5,-38152.7,-37730.5,-36602.4,-29865.1,-29454.8,-28221.2,-27918.2,-27558.2,
889,-42853.1,-41972.7,-41849.8,-41310.7,-41194.4,-41069.3,-41053.3,-40901,-40798.1,-40792.9,-40757.8,-40583,-40497.3,-39281,-39754.6,-38979.7,-39855.7,-38897.5,-38739,-37750.7,-36602.4,-29865.1,-28841,-28448.7,-28161.3,-27558.2,
890,-44221.8,-41972.7,-41751.8,-41584.7,-41230.9,-41170.1,-41083.2,-40969.1,-40884,-40792.9,-40533,-40583,-40155,-39265.5,-39411.4,-39610.6,-39855.7,-38897.5,-38484.9,-38002.5,-36602.4,-29865.1,-28703.6,-28402.1,-28161.3,-24784.7,
891,-44864.9,-41972.7,-41919.1,-41550.2,-41175.2,-41115.5,-40904.6,-40889.1,-40828.3,-40737.1,-40796.8,-40769.8,-40590.2,-39203.5,-39355.6,-39554.8,-39799.9,-38841.7,-38238.8,-38002.5,-36602.4,-29865.1,-29262.9,-28402.1,-28275.8,-27989.6,
892,-46645.5,-42664.5,-42054.4,-41224.2,-41175.2,-41012.2,-40948.3,-40860.2,-40828.3,-40737.1,-40796.8,-40381.3,-40171.5,-38510,-39873.6,-39554.8,-39799.9,-38362.1,-38104.5,-38021.9,-36602.4,-29865.1,-28626.4,-28190.2,-28093.1,-27989.6,
893,-47298.9,-42664.5,-41611.5,-41482.9,-41161.4,-41120,-40893.1,-40870.6,-40828.3,-40737.1,-40796.8,-40381.3,-40645,-38576.7,-39932.9,-39403.8,-39799.9,-38389.7,-38289.9,-38021.9,-36602.4,-29865.1,-29413.8,-28190.2,-28189.2,-27989.6,
894,-45073.5,-42664.5,-41779.4,-41562.1,-41188,-40955.7,-40936.9,-40860.6,-40828.3,-40826.9,-40396.9,-40401.6,-40366,-39222.9,-39932.9,-39613.1,-40070.7,-38297.3,-38133.1,-37812.9,-36393.4,-30941.2,-29133.3,-28652.9,-28333.3,-27989.6,
895,-44157.5,-43323.1,-41779.4,-41609.5,-41171.5,-41031.8,-40910,-40907.5,-40785.3,-40697.3,-40396.9,-40546,-40817.7,-38592.6,-40059,-39969.4,-40070.7,-38429.1,-37986.6,-37946.5,-36505.2,-30969,-28947.7,-28105.2,-28088.1,-26029.4,
896,-45313.5,-43706.5,-41779.4,-41401.8,-41247.3,-41031.8,-40933.6,-40888.8,-40884.2,-40697.3,-40396.9,-40846,-40734,-38767.8,-40247.9,-39740.6,-40166.5,-38429.1,-37946.8,-37946.5,-36505.2,-29569.5,-29359.6,-29066.8,-28088.1,-26029.4,
897,-47056.6,-44709,-41779.4,-41339,-41302.7,-41273.5,-41219.5,-40869.9,-40793,-40757.4,-40685.8,-40681.1,-40503.2,-38772.6,-40273.5,-39759.1,-40316.9,-38429.1,-38029.4,-37946.5,-36505.2,-29569.5,-29414.4,-29140.8,-28088.1,-26049.3,
898,-46359.2,-45894.7,-41626.5,-41565.6,-41336.1,-41151.2,-40937.3,-40842.4,-40821.2,-40757.4,-40683.8,-40681.1,-40806.6,-38772.6,-40273.5,-39759.1,-40625.6,-38566.8,-38084.5,-37946.5,-36505.2,-30966.1,-29405.9,-28733,-28088.1,-25503.5,
899,-44264.6,-41785.5,-41707.4,-41535,-41298,-41270.8,-41075.3,-40989.4,-40710,-40802.3,-40544.8,-40690.8,-40626.8,-38772.6,-39945.8,-39684.7,-40382,-38566.8,-38494.9,-37746.5,-36505.2,-30966.1,-29051.9,-28235.3,-28088.1,-24747.4,
900,-47229.2,-41785.5,-41682.2,-41515.6,-41447.6,-41283.9,-41249.1,-41205.4,-40706.2,-40816.8,-40544.8,-40699.1,-40940,-38805.6,-39945.8,-39684.7,-40382,-38705,-38202.6,-37512.1,-36505.2,-30966.1,-29714.3,-29390.8,-27631.1,-24744.4,
901,-42950,-41785.5,-41690.1,-41668.5,-41447.6,-41395.3,-41243.7,-40949.5,-40640.3,-40816.8,-40837,-40536.1,-40564.6,-38805.6,-39975,-39480.5,-40382,-38592.6,-38516.2,-37938,-36388.4,-30468.4,-29507.4,-29226.7,-27782.8,-22365.1,
902,-44434.3,-41785.5,-41731.2,-41591.4,-41447.6,-41409.1,-41234.9,-40998.5,-40741.1,-40816.8,-40500.7,-40407.6,-40753.8,-38698.5,-40228.1,-39480.5,-40382,-38467.2,-38203.5,-37831.9,-36282.3,-30362.3,-29720.5,-29407.9,-27708.2,-27552.5,
903,-44024.4,-41965.1,-41918.9,-41622.6,-41447.6,-41348.5,-41007.6,-40991.8,-40741.1,-40941.5,-40838.9,-40599.2,-40795,-38698.5,-39609.7,-39480.5,-40485.1,-38596.6,-38377,-37689,-36282.3,-30362.3,-29675.3,-28147.9,-27919.7,-27552.5,
904,-45560,-41965.1,-41901.7,-41842.9,-41454.4,-41235,-41007.6,-40952.1,-40741.1,-40941.5,-40514.3,-40554.4,-40917.2,-38698.5,-39609.7,-39480.5,-40485.1,-38590.5,-38478.8,-37689,-36282.3,-30362.3,-28897.4,-27994,-27845.5,-23537.9,
905,-46145.8,-41965.1,-41865.7,-41842.9,-41707.1,-41173.1,-41032.3,-41030.2,-40962.1,-40859,-40718.1,-40655.2,-40676.5,-38850.9,-39711.7,-39589.7,-40400.2,-38715,-38232.3,-37689,-35834.1,-30362.3,-29991,-28640.7,-27845.5,-27260.5,
906,-43510.7,-41965.1,-41821.9,-41665.9,-41642.4,-41508.2,-41172.5,-40978.4,-40962.1,-40962.7,-40836.5,-40578.9,-40656.3,-38850.9,-39711.7,-39589.7,-40400.2,-38715,-37904.1,-37689,-36639.1,-30362.3,-28861.9,-28661.4,-27925.4,-27260.5,
907,-43830.5,-41965.1,-41920.3,-41665.9,-41273.2,-41272.7,-40917.2,-40889.3,-40855.5,-40847.6,-40482.5,-40637.8,-40780.7,-38844,-39660.6,-39544.9,-40313.8,-38680.5,-37727.4,-37689,-36639.1,-30077.4,-28755.5,-28044,-27925.4,-27260.5,
908,-45027.6,-41965.1,-41492.8,-41491.6,-41231.5,-40936.8,-40917.2,-40883.7,-40855.5,-40682.1,-40555.2,-40845.6,-40455.9,-39202.6,-39409.4,-39544.9,-40313.8,-38680.5,-38269.7,-37690.9,-36692.4,-30451.8,-29962.5,-28396.2,-27925.4,-27260.5,
909,-45957.8,-41965.1,-41925.5,-41807,-41218.7,-41037.6,-40970.5,-40928.3,-40916.5,-40771.3,-40509.1,-40565.7,-40672.7,-39474.3,-39705.2,-39817.6,-40462.8,-39113.9,-37992.1,-37690.9,-36692.4,-30451.8,-30362.9,-29196.1,-27925.4,-23758.7,
910,-47158.4,-41965.1,-41926.3,-41807,-41218.7,-41172.1,-40986.3,-40951,-40901.8,-40779.3,-40521.8,-40882.4,-40847.4,-39404.9,-39541.3,-39842.6,-39810.8,-39151.4,-38683.5,-37690.9,-36692.4,-30451.8,-29852.1,-28072.5,-27636.3,-26908.2,
911,-43114.3,-41965.1,-41827.8,-41674.5,-41299.7,-41150.7,-41052.5,-40972.5,-40901.8,-40776.1,-40521.8,-40924.5,-40749.5,-39206.5,-39541.3,-39908.1,-39824.4,-39116.3,-38465.7,-38031.5,-36124.8,-30451.8,-30399.6,-28072.5,-27583.4,-26908.2,
912,-46867.6,-41940.6,-41595.2,-41571.2,-41402.1,-41179.8,-41066.5,-41049.2,-40901.8,-40776.1,-40106.2,-39951.5,-40158.9,-39139.2,-39950.4,-39726.1,-39824.4,-39087.1,-38799.2,-38031.5,-36124.8,-30451.8,-30399.6,-28072.5,-27583.4,-26504,
913,-45870.7,-45176.1,-41823.3,-41615.1,-41377,-41352.6,-41148.6,-40887.2,-40856.6,-40811.9,-40204.6,-40837.4,-40515.6,-39139.2,-39593.7,-39574.7,-39925.3,-39087.1,-38331.2,-38031.5,-36471,-30451.8,-29551.3,-29200.2,-27957.9,-26504,
914,-45171.8,-42862.6,-42251,-41675.9,-41545,-41351.9,-41293.6,-40887.2,-40856.6,-40811.9,-40165.5,-40439.7,-39963.3,-39608.6,-39592.8,-39639.2,-39925.3,-38981.7,-38797.7,-38023,-36418,-30444.9,-29482.3,-28027.4,-27957.9,-27262.7,
915,-46934.1,-42862.6,-42251,-41905.1,-41542.4,-41392.6,-41348,-40887.2,-40856.6,-40811.9,-40336.2,-40588.5,-40286.5,-39916.8,-39592.8,-39761.7,-39925.3,-39548.5,-38818.6,-37955.6,-36418,-30444.9,-29482.3,-28450.5,-28035.8,-27262.7,
916,-43055.7,-42478.3,-42159.6,-42007.7,-41542.4,-40963.1,-40939.5,-40907.4,-40856.6,-40894.5,-40336.2,-40588.5,-40796.5,-39752.5,-39575.6,-39697.4,-40209.5,-39548.5,-38528.4,-37955.6,-36418,-30444.9,-30280,-28450.5,-28035.8,-27498.4,
917,-43524.2,-42499.8,-42009.9,-41752.1,-41680.3,-41205.6,-40926.9,-40914.8,-40881.3,-40670.4,-40416.5,-40741.9,-40821.5,-39752.5,-39575.6,-39639.3,-40209.5,-39445.7,-38447,-38334.7,-36418,-30444.9,-28810.4,-28033.2,-27604.2,-25964.7,
918,-45601.8,-42499.8,-42192.8,-41856.3,-41249.4,-41193.5,-40908.8,-40904.1,-40759.6,-40838.9,-40387.5,-40524.1,-40400.5,-39708.3,-39727,-39592.5,-40175.8,-39252.8,-38343.9,-38334.7,-35788.4,-30444.9,-29134.1,-28047.4,-27934.6,-25964.7,
919,-43133.5,-42499.8,-42049.8,-41856.3,-41249.4,-41193.5,-40908.8,-40873,-40759.6,-40854.2,-40324.3,-40423.9,-40349.7,-39657.6,-39918.4,-39800.4,-40175.8,-39252.8,-38687.8,-38334.7,-35788.4,-30444.9,-29267.2,-28446.7,-27934.6,-25964.7,
920,-44417.9,-42499.8,-42190,-41957.6,-41249.4,-41008.2,-40909.5,-40857.2,-40786,-40855,-40159.5,-40741.2,-40409.4,-39657.8,-39918.7,-40003.6,-40145.4,-39332.5,-38378.4,-38334.7,-35788.4,-30444.9,-29212.8,-28446.7,-28271.4,-26317.4,
921,-44941.5,-42965.5,-42307.7,-41345.6,-41249.4,-41225.3,-40944.6,-40875.7,-40786,-40784.6,-40431.8,-40624,-40328.8,-39703.8,-39731,-39836.7,-40145.4,-39332.5,-38809.6,-38334.7,-35788.4,-30444.9,-29735.4,-28446.7,-27975.3,-27502.8,
922,-43976.9,-42965.5,-42307.7,-41808.9,-41249.4,-41141,-40977.1,-40882.1,-40751.1,-40784.6,-40566.1,-40708.8,-40750.5,-39618.2,-39731,-39836.7,-40284.9,-39457.9,-39058.3,-38334.7,-36979.9,-30444.9,-30224.4,-29042.9,-27666.5,-27502.8,
923,-47305.2,-43407.4,-42307.7,-41808.9,-41200.5,-41128.4,-40977.1,-40931.5,-40751.1,-40784.6,-40708.7,-40880.2,-40554.9,-39618.2,-39731,-39836.7,-40284.9,-39349.1,-39301.5,-38334.7,-36979.9,-30858.5,-28830.2,-28374.6,-27541.9,-27502.8,
924,-46403.3,-43407.4,-42307.7,-41311.8,-41200.5,-41176.1,-41106.7,-41025,-40751.1,-40784.6,-40528.4,-40619.7,-40570,-39618.2,-39748.6,-39351.3,-40284.9,-39349.1,-38079.1,-38066.1,-36334.9,-30697.9,-29843.2,-28032.8,-27541.9,-27502.8,
925,-45527,-42528.4,-42307.7,-41917.1,-41306,-41211.5,-41150.6,-40819.6,-40770.1,-40802.2,-40071.4,-40413.9,-40665.3,-39682.6,-39724,-39387.1,-40058.9,-39349.1,-38276.6,-38066.1,-36334.9,-30697.9,-28103.9,-28027.3,-27541.9,-24079.1,
926,-47182,-42528.4,-42094.2,-41917.1,-41306,-41072.2,-40856.6,-40834.8,-40770.1,-40802.2,-40398,-40435.1,-40154.6,-39720,-39407.3,-39387.1,-40058.9,-39350.2,-38689.3,-38029.1,-36334.9,-30450.2,-28285.3,-28063.6,-27599.2,-23895.1,
927,-45816.2,-42528.4,-42094.2,-41784.9,-41306,-40980.6,-40846.1,-40844.8,-40770.1,-40802.2,-40539.5,-40713,-40674.2,-39720,-40254.6,-39714,-40058.9,-39337.1,-39051.1,-38029.1,-36334.9,-30450.2,-28732.7,-27641.5,-27415.7,-27358.6,
928,-43851.5,-42528.4,-42522,-41742.6,-41733.5,-41405.1,-41001.3,-40953.1,-40794,-40903.7,-40624.3,-40380.9,-40533.2,-39588,-39871.4,-39746.6,-40084.6,-39544.9,-38260,-38029.1,-36334.9,-30450.2,-28813.3,-27761.2,-27415.7,-26080.1,
929,-46347,-42920.4,-42403.9,-41714.3,-41679.9,-41448.1,-41070.4,-41044.6,-40794,-40903.7,-40396.1,-40699,-40204.6,-39588,-40029,-39609.8,-40088.3,-39544.9,-38773.6,-37928,-36334.9,-30450.2,-30438.5,-27761.2,-27415.7,-26080.1,
930,-45957.7,-43979.8,-41865.3,-41745.1,-41660.7,-41474.3,-41419.7,-41334.4,-40906.5,-40832.8,-40746.4,-40722.1,-40799.9,-39589.3,-39949.3,-39552.7,-40088.3,-39544.9,-38932.3,-38272.8,-36335.4,-30450.2,-30438.5,-29397.1,-27415.7,-26080.1,
931,-46216.4,-45392.5,-41920.5,-41700.4,-41668.3,-41459,-41457.2,-41036.1,-40988.1,-40832.8,-40599.5,-40456.4,-40316,-39589.3,-39583.8,-39552.7,-40088.3,-39544.9,-38296.5,-38272.8,-36335.4,-30450.2,-30283,-29959.9,-27313.5,-22493,
932,-45885.6,-45284.5,-42195.7,-41907.4,-41596.7,-41427.6,-41412.4,-41036.1,-40988.1,-40936.1,-40512.3,-40171.7,-40693.4,-39947,-39583.8,-39552.7,-40088.3,-39544.9,-38153.3,-37926.9,-36159,-30273.8,-30259.7,-28967.9,-27144.8,-23902.4,
933,-44893.2,-44374.2,-42195.7,-41874.5,-41739.7,-41366.3,-41176.8,-41152.9,-40928,-41024.3,-40437.7,-40732.4,-40333.3,-39591.6,-39806.8,-40310.5,-40103.2,-39544.9,-38545.1,-37710.4,-36159,-30273.8,-30259.7,-27280.8,-27144.8,-23816,
934,-47033.6,-44715.1,-42195.7,-41629.1,-41575.8,-41493.3,-41176.8,-40939.1,-40870.2,-40715.6,-40431,-40768.5,-40476.8,-39591.6,-39736,-40101.1,-40103.2,-39544.9,-38562.6,-37974.2,-36274.9,-30537.7,-30414,-29732.9,-27144.8,-23922.3,
935,-46251.4,-45554.2,-42195.7,-41829.2,-41538.9,-41183.4,-41176.8,-41169.8,-40870.2,-40715.6,-40290.6,-40469.7,-40894.2,-39591.6,-39736,-40101.1,-39940.2,-39544.9,-38062.4,-37974.2,-36274.9,-30537.7,-30414,-27627.2,-27568.3,-26213,
936,-45603.8,-45430.7,-42195.7,-42172.9,-41550.6,-41183.4,-41183.1,-41173.3,-41158.1,-40715.6,-40824.3,-40577.5,-40790.5,-39591.6,-39736,-40101.1,-39936.7,-39544.9,-38803.1,-37973.9,-36267.5,-30506.7,-29274.6,-27982.7,-27654,-26213,
937,-45574.1,-42943.1,-42192.3,-41721.7,-41550.6,-41183.4,-41177.9,-41160.9,-41158.1,-40715.6,-40663.8,-40534.6,-40439.6,-39591.6,-40177.7,-40101.1,-39936.7,-39198.6,-37813.3,-37541.4,-36267.5,-30506.7,-29179.8,-27982.7,-27654,-26213,
938,-47192,-42685.6,-41932.8,-41616.9,-41559.7,-41485.6,-41163.5,-41163,-41158.1,-40715.6,-40663.8,-40836.5,-40295.2,-40006.3,-40142.1,-39794.8,-39966.3,-39198.6,-38135.8,-37655.2,-36267.5,-30506.7,-30374.5,-29072.7,-27719.4,-22264.3,
939,-47092.1,-45174.3,-42040.9,-41729.4,-41567.7,-41335.3,-41175.8,-41158.7,-41158.1,-40715.6,-40663.8,-40824,-40792.5,-40006.3,-39430.4,-39794.8,-40386.8,-39198.6,-38860.1,-37824.2,-36267.5,-30506.7,-29676.7,-28975.7,-27719.4,-24443.9,
940,-47293.8,-45350.9,-42040.9,-41732.9,-41581.8,-41218.7,-41193.3,-41170,-41036.4,-40616.5,-40663.8,-40741.5,-41033.5,-40286.7,-40103.2,-39794.8,-40386.8,-39394,-39152.3,-37650.8,-36267.5,-30506.7,-29676.7,-29163.7,-28298.8,-26533.9,
941,-47411.1,-42883.2,-41951.5,-41511.6,-41302.6,-41212.9,-40970.3,-40961.6,-40920,-40731.8,-40564,-40649.1,-40917.2,-40069.3,-39961.6,-40504.4,-40252.8,-39700.5,-39115.3,-37511.9,-36145.8,-30457,-30179.2,-29130.8,-28276.7,-26533.9,
942,-45202.5,-42994.3,-41758.9,-41354.6,-41343.6,-41173.4,-40959.4,-40953.2,-40920,-40661.9,-40564,-40949.3,-40537.4,-39795.8,-39961.6,-40485.4,-39786.9,-39700.5,-38947.2,-37511.9,-36145.8,-30457,-29725.1,-28685.6,-28276.7,-22781.9,
943,-47382.6,-42994.3,-41758.9,-41680.3,-41233.2,-41173.4,-40959.4,-40955.6,-40920,-40950,-40779.8,-40825.1,-40708.5,-39795.8,-39961.6,-40341.8,-40454.4,-39700.5,-37882.2,-37388.4,-36145.8,-30457,-29723.6,-29133.6,-28276.7,-26131.2,
