"Pass","Ethelruda","start dated IUP","GrA-53000","end dated IUP","start Ahmarian","GrA-57597","GrA-53004","GrA-57542","GrA-54846","GrA-57603","GrA-57602","GrA-53001","Egbert","GrA-54847","GrA-57599","GrA-57598","GrA-57544","end Ahmarian","start UP","GrA-57545","GrA-53006","GrA-54848","end UP","start EPI","GrA-53005","end EPI",
766,-47169,-42177.5,-42047.4,-42015.4,-41616,-41196.7,-41185.3,-41001.3,-40981.2,-40078.7,-40684.9,-39995.4,-40245.6,-39979,-39939,-39540.8,-39657.4,-39527.3,-38583.2,-37623.1,-36627.4,-30627.7,-30159.3,-28272.6,-28230.7,-28095.4,
767,-44225.9,-42177.5,-41976.1,-41963.8,-41749.7,-41631.6,-41271.9,-41001.3,-40981.2,-40078.7,-40893,-39995.4,-40089.2,-39943.1,-39679.7,-39590.6,-39552.3,-39527.3,-38583.2,-37668.2,-36627.4,-30627.7,-29557.4,-28272.6,-28120.7,-28095.4,
768,-43593.4,-42220.6,-41976.1,-41963.8,-41749.7,-41716.3,-41271.9,-41001.3,-40981.2,-40078.7,-40893,-39995.4,-40060.2,-39855.7,-39679.7,-39564.8,-39580.4,-39527.3,-37779.2,-37559,-36486.3,-30053.4,-29437.3,-29342.2,-28120.7,-27508.9,
769,-42877.9,-42220.6,-42152.5,-41896.3,-41754.1,-41621.7,-41377,-41012.7,-40992.8,-40098.7,-40533.2,-40016.1,-40375.2,-39877.7,-39807.7,-39589.5,-39913.4,-39552.4,-38438.4,-37602.3,-36539.6,-30710.3,-30334.3,-28649,-28123.1,-27645.8,
770,-46015.9,-42513.5,-42097.6,-41865.3,-41787.6,-41748.9,-41110.9,-41089.3,-41021.8,-39897.5,-40857.3,-40025.4,-40533,-39830.3,-39836.2,-39590.2,-39810.9,-39387.6,-38897.5,-38181.2,-36539.6,-30710.3,-29688.2,-28575.6,-28262.6,-27645.8,
771,-43719.2,-43349.7,-42120.9,-41967,-41939.9,-41690.2,-41110.9,-41089.3,-41021.8,-40080.3,-40857.3,-40025.4,-41022.8,-39848.4,-39836.2,-39696.9,-39694.4,-39485.1,-38455.7,-38181.2,-36539.6,-30710.3,-30111.1,-29339.5,-28262.6,-27645.8,
772,-44917.2,-43347.6,-42112.4,-42110.3,-41373.2,-41172,-41145.5,-41056,-40850,-40085.7,-40860.5,-40031.1,-40646.7,-39720,-39736.7,-39764.9,-39700.9,-39557.5,-39090.8,-38181.2,-36539.6,-30710.3,-29605.9,-28967.3,-27680.6,-27645.8,
773,-45292.1,-43347.6,-42479.2,-42037.1,-41204.8,-41185.1,-41139.4,-41011.8,-40850,-39982.8,-40755.1,-40059.3,-40030.7,-39934,-39945.3,-39764.9,-39700.9,-39671.1,-39497,-38181.2,-36539.6,-30710.3,-29608.4,-28982.3,-27673.1,-27645.8,
774,-45350.8,-43347.6,-42548.9,-41772.2,-41204.8,-41071,-41068.3,-40850.7,-40749.2,-39982.8,-40755.1,-40059.3,-40809.9,-39801.1,-39973.5,-39698.8,-39700.9,-39598,-39470.2,-38181.2,-36539.6,-30710.3,-30108.6,-29419.7,-27655.3,-27061.9,
775,-46559.6,-43347.6,-41906.8,-41868.4,-41410,-41167.9,-41078,-41069.8,-40896.2,-40031.9,-40970.6,-40118.3,-40607.9,-39827,-39890.9,-39691.5,-39811.7,-39544.6,-38328.7,-38318.3,-36539.6,-30710.3,-30464.9,-29419.7,-27655.3,-27231.6,
776,-46891,-43347.6,-42236,-41767.4,-41201.9,-41107.5,-41056.6,-40924.7,-40896.2,-40189.8,-40388.4,-40118.3,-40215.3,-39928.9,-40112.1,-40050.7,-39782.7,-39598.4,-39380.4,-38318.3,-36539.6,-30690.9,-30135,-30021.1,-27655.3,-27231.6,
777,-44923.7,-43347.6,-42236,-42025.1,-41171.4,-41084.9,-41042.8,-40880.5,-40823.2,-39923.9,-40174.7,-39931.3,-40177.8,-39698.5,-39775.1,-39795.9,-39680,-39598.4,-38999.4,-38101.4,-36539.6,-30690.9,-30136.2,-30116.3,-28332.2,-27836.2,
778,-47093.1,-42545.1,-41433.5,-41218.7,-41130.9,-41122.9,-41042.8,-40943.5,-40823.2,-40136.5,-40836,-39931.3,-40800.8,-39864.6,-39605.3,-39784,-39605.7,-39495.1,-38863.9,-38101.4,-36539.6,-30690.9,-29720.1,-29517.8,-28332.2,-27836.2,
779,-46534.8,-42545.1,-41971.6,-41751.9,-41130.9,-41122,-40938.8,-40897.7,-40823.2,-40396.7,-40183.5,-39931.3,-40360.7,-39864.6,-39805.9,-39750.8,-39605.7,-39495.1,-39023.5,-37950.2,-36539.6,-30690.9,-29489.8,-29437.4,-27952.6,-27836.2,
780,-45577.3,-42998.4,-41777.9,-41712.4,-41208.3,-41191.5,-40914.5,-40904.4,-40798.9,-40226,-40668.6,-39906.9,-39944.9,-39865.6,-39848.7,-39852.5,-39809.6,-39486.4,-38410.2,-37984.3,-36515.3,-30666.5,-30008,-29269,-27928.3,-27811.8,
781,-45267.7,-42998.4,-41857,-41266.1,-41209.1,-41082.6,-41071.8,-40806.4,-40798.9,-40226,-39907.5,-39906.9,-40776.5,-39865.6,-39718.7,-39600.8,-39741.4,-39486.4,-39168.4,-37984.3,-36515.3,-30703.7,-30008,-28759.5,-27818.1,-27811.8,
782,-46332.2,-42998.4,-41857,-41351.7,-41125.7,-41118.1,-41035.3,-41023.5,-40798.9,-40226,-40238.8,-39906.9,-40614.9,-39865.6,-39875.1,-39507.5,-39578.4,-39486.4,-39097.3,-37984.3,-36515.3,-30703.7,-29681,-28536.1,-28001.1,-27811.8,
783,-47431.2,-43233.3,-41971.7,-41241.9,-41128.5,-41090.5,-41089,-40962.1,-40785.9,-40226,-40238.8,-39906.9,-40233.2,-39865.6,-39641.3,-39691.5,-39729.6,-39486.4,-38230.5,-37984.3,-36515.3,-30703.7,-30375.8,-29619.4,-28247.8,-28102.3,
784,-44021.3,-43102.9,-42074.8,-41064,-41061.5,-41020.3,-40923.9,-40886.7,-40704.7,-40045.5,-40546,-39796.5,-40859.3,-39753.9,-39714,-39383.8,-39613.4,-39362,-38484.7,-37822.3,-36377.4,-30661,-29390.4,-29035.1,-28245.4,-25814.7,
785,-44267.6,-41575,-41330.7,-41140,-41061.5,-40952.9,-40932.3,-40863,-40704.7,-40003.1,-40368,-39934.4,-40147.3,-39772.7,-39714,-39707.7,-39890.1,-39447.8,-39212.7,-38173.9,-36377.4,-30661,-30066.3,-28899.9,-28245.4,-25814.7,
786,-43505.4,-41575,-41457.1,-41062.8,-41014.8,-40971.7,-40970.3,-40727.9,-40704.7,-40003.1,-40668.3,-39934.4,-39995.2,-39620.5,-39636.5,-39484,-39890.1,-39421.8,-38224.7,-38173.9,-36377.4,-30661,-29505.5,-29198.9,-27715,-24043.4,
787,-44984.3,-41575,-41573.7,-41311.7,-41014.8,-40976,-40813.7,-40770.7,-40704.7,-39992.8,-40563.8,-39934.2,-39950.4,-39694.6,-39822,-39531.3,-39890,-39438.8,-38941.3,-38173.9,-36294.1,-30661,-29594.6,-28982.4,-27715,-25151.9,
788,-46692.6,-41575,-41238.1,-41087.6,-41040.1,-40907,-40856.4,-40760.7,-40704.7,-40305.8,-40563.8,-39934.2,-40480.9,-39695.2,-39586.3,-39879.5,-39890,-39437.4,-39215.5,-38160.5,-36247.7,-30516,-30426.6,-28863.7,-27715,-27257.2,
789,-43846.4,-41492.4,-41202.9,-41114.1,-40978.8,-40928.3,-40810.8,-40644.7,-40640.7,-40262,-40425,-39909.1,-40317.3,-39757.3,-39879.5,-39628.9,-39867.1,-39437.4,-38373.9,-37400.8,-36247.7,-30516,-29682,-28863.7,-27715,-27257.2,
790,-43181.3,-41492.4,-41460.3,-41041.8,-40942,-40821.9,-40751.1,-40648,-40640.7,-40262,-40425,-39909.1,-40453.9,-39757.3,-39879.5,-39628.9,-39439.2,-39437.4,-38446.5,-37400.8,-36247.7,-30516,-29119.4,-28602.7,-27715,-27257.2,
791,-44512.9,-41692.8,-41504.9,-41242.2,-40905.4,-40869.3,-40849.1,-40670.2,-40640.7,-40262,-40179.6,-39909.1,-40644.8,-39545.1,-39711.1,-39895.6,-39439.2,-39437.4,-38974.1,-38377.3,-36247.7,-30516,-28692.8,-28258.1,-28096,-27257.2,
792,-43607.7,-41692.8,-41676.6,-41551.2,-40905.4,-40852.8,-40802.5,-40764.3,-40640.7,-40262,-40522.7,-39909.1,-39837.6,-39442.5,-39818.1,-39482.1,-39503.5,-39392.3,-39381.9,-38377.3,-36247.7,-30516,-28998.3,-28168.4,-28096,-27098.5,
793,-46313.3,-41692.8,-41673.3,-41551.2,-40929.6,-40852.8,-40845.8,-40759.6,-40640.7,-40262,-40589.4,-40118.5,-40486.3,-39630.4,-39766.2,-39533.3,-39578.4,-39304.8,-38832.5,-38377.3,-36247.7,-30516,-28171.5,-28168.4,-27405.7,-27098.5,
794,-44246.8,-41656.7,-41577.4,-41473,-40929.6,-40919.7,-40856,-40718.8,-40640.7,-40471.1,-40107,-40018.2,-40631.4,-39445.8,-39766.2,-39812.4,-39351.8,-39304.8,-38363,-38092.8,-36225.7,-30516,-29654.7,-27813.9,-27772.2,-27098.5,
795,-46087.6,-41816.9,-41706.5,-41385.5,-40972.9,-40899.8,-40798.5,-40790.2,-40640.7,-40554.2,-40557.5,-40452.4,-39853.4,-39512.8,-39766.2,-39812.4,-39351.8,-39304.8,-38571.3,-37584.8,-36225.7,-30516,-27880.8,-27813.9,-27772.2,-27098.5,
796,-44696.4,-41816.9,-41721.5,-41243.4,-40972.9,-40895.1,-40808.4,-40791.5,-40640.7,-39844.3,-40557.5,-39943,-39832.7,-39534.6,-39766.2,-39623.2,-39348.2,-39304.8,-38377.6,-38293.1,-36225.7,-30516,-30096.5,-27849.1,-27772.2,-27098.5,
797,-47402.3,-41816.9,-41761.9,-41593.1,-40972.9,-40895.1,-40762.8,-40750,-40640.7,-39941.6,-40514.9,-39943,-40067.5,-39476.8,-39766.2,-39780.4,-39355.5,-38974.8,-38377.6,-38293.1,-36225.7,-30516,-30096.5,-27849.1,-27761.2,-27098.5,
798,-46603.1,-41816.9,-41804.8,-41593.1,-40972.9,-40796.4,-40743.2,-40663,-40640.7,-39941.6,-40579.6,-39943,-40603.4,-39476.8,-39766.2,-39055.2,-38997.2,-38974.8,-38197.3,-38195.8,-35163,-30516,-29212.9,-28309.7,-27696.6,-26302.1,
799,-45645.1,-41816.9,-41813.9,-41812.1,-40972.9,-40858,-40790.6,-40694,-40640.7,-39978,-40625.3,-40247.2,-40624.5,-39425.3,-39766.2,-39471.1,-38997.2,-38974.8,-38197.3,-38195.8,-35163,-30711.8,-29333.4,-28090.9,-27814.6,-26302.1,
800,-42287.5,-41660.6,-41631.7,-41589.7,-40972.9,-40894.5,-40799.7,-40761.3,-40640.7,-40131.6,-40540.4,-40018.4,-40248.4,-39425.3,-39766.2,-39471.1,-38997.2,-38974.8,-38197.3,-38195.8,-35163,-30711.8,-28391.8,-28052.7,-27828.9,-26174.8,
801,-43076,-41768,-41639.3,-41105.1,-40910.5,-40910.2,-40851.4,-40785.6,-40640.7,-40131.6,-40540.4,-39952,-40757.5,-39602.7,-39766.2,-39471.1,-39485.9,-38628.6,-38330,-37599.1,-35163,-30037.1,-28964.5,-28052.7,-27828.9,-26174.8,
802,-43950.5,-42708.4,-41638.8,-41366.9,-40910.5,-40891.7,-40861.9,-40764.8,-40640.7,-40201.9,-40540.4,-39952,-39828.6,-39602.7,-39766.2,-39401.8,-39391.2,-39373.2,-38543,-37599.1,-36851.1,-30037.1,-28947,-28654.7,-27828.9,-26721.8,
803,-46909.5,-45541.5,-42085.6,-42061.2,-40910.5,-40905.4,-40875.8,-40806.4,-40717.6,-40276.9,-40646,-40004.3,-40464.2,-39598.7,-39801.8,-39626.7,-39392.8,-39373.2,-37807.6,-37599.1,-36851.1,-30037.1,-29361.9,-28063.1,-28005.8,-26721.8,
804,-45845,-42512.7,-42085.6,-42061.2,-40910.5,-40904.7,-40742.3,-40730.5,-40717.6,-40065.4,-40075.7,-40004.3,-40448.1,-39534.3,-39949,-39766.7,-39392.8,-39373.2,-37807.6,-37599.1,-35706.9,-30037.1,-29324.1,-29138.9,-28184.9,-26459.3,
805,-43166.3,-42512.7,-42085.6,-42061.2,-40910.5,-40815.6,-40746.3,-40739,-40665.6,-40065.4,-39988.6,-40129.6,-39999.1,-39667.4,-39949,-39702.2,-39392.8,-39373.2,-37923.8,-37599.1,-35706.9,-30037.1,-29751.9,-28059.2,-27850.7,-26459.3,
806,-45939.6,-42512.7,-42085.6,-42061.2,-40910.5,-40775.5,-40758.4,-40707,-40665.6,-40210.7,-40006,-40099,-40161.7,-39659.8,-39949,-39590.5,-39392.8,-39373.2,-37694.3,-37599.1,-35706.9,-30037.1,-29248.3,-28237.1,-27855.9,-26499.5,
807,-46367.9,-42512.7,-42085.6,-42061.2,-40910.5,-40779.7,-40764,-40746.6,-40690.2,-40281,-40635.3,-40088,-40371.9,-40030.3,-39980.7,-39626.9,-39394.7,-39373.2,-37694.3,-37599.1,-35706.9,-30037.1,-29512,-29065.1,-28165,-23680.7,
808,-46738.8,-43638.5,-42146.5,-41156,-40910.5,-40779.7,-40768.5,-40722.6,-40521.6,-40281,-40203.4,-40137.9,-40627.2,-39878.7,-39980.7,-39669.4,-39394.7,-39373.2,-39068.7,-37644.1,-36645.5,-30116.7,-29796.3,-29124.7,-28014.9,-23746.5,
809,-46140.9,-44563.9,-42146.5,-41293.2,-40942.9,-40804.4,-40792.9,-40673.9,-40457.9,-39996,-40384.6,-40314.3,-40564.4,-39624.4,-39900,-39568.3,-39387.5,-39387.3,-38728.4,-38361.7,-36645.5,-30116.7,-29064.5,-28252.7,-28148.6,-27908.2,
810,-46691.1,-41607.5,-41406.2,-40907.5,-40878.6,-40804.4,-40729.4,-40599.5,-40457.9,-39996,-40052,-40314.3,-40412.4,-39670.3,-39900,-39733.8,-39387.5,-39387.3,-39296.9,-38415.5,-36645.5,-30116.7,-29391.9,-28252.7,-28122.6,-27908.2,
811,-45633.7,-42131.8,-41708.7,-41026.8,-40878.6,-40834.9,-40769.7,-40711.3,-40646.7,-39998,-40037.1,-40314.3,-40152.9,-39794.6,-39993.2,-39568.7,-39512.5,-39367.7,-38959.5,-37566.5,-36645.5,-30116.7,-29585.8,-28322.7,-28103.8,-27908.2,
812,-44330.9,-41910.3,-41456.9,-41024.5,-40909.7,-40826.1,-40814.3,-40759.5,-40646.7,-40015.6,-40220.5,-40314.3,-40394.4,-39973.8,-39993.2,-39561.2,-39512.5,-39367.7,-39124.2,-37940.7,-36645.5,-30116.7,-28906.1,-28352.1,-28045,-27787.8,
813,-44821.9,-41838.2,-41456.9,-41236.7,-40918.4,-40892.9,-40861,-40844.4,-40788.8,-40089.9,-40365.5,-40296.3,-40161.3,-40043.4,-40065,-39583.4,-39590,-39367.7,-38813.5,-37940.7,-36645.5,-30116.7,-29573.5,-28352.1,-28209.5,-27787.8,
814,-46130.9,-41610.5,-41535.9,-41004.6,-40918.4,-40899.1,-40866.9,-40835.8,-40788.8,-40089.9,-40406.8,-40213.1,-40653.3,-40080.5,-40065,-39583.4,-39547.1,-39367.7,-38113.2,-38064,-36675.5,-30080.9,-29650.8,-29465.2,-27702.9,-26144.9,
815,-43316.6,-41610.5,-41535.9,-41006.2,-40873.1,-40869.3,-40860.5,-40842.9,-40722.6,-40089.9,-40772.7,-40101.9,-40516.1,-40080.5,-39946.8,-39371.8,-39391.3,-39367.7,-38481.8,-38064,-36675.5,-30080.9,-28971.2,-27767.7,-27702.9,-26144.9,
816,-43662.2,-42353.8,-41535.9,-41369.5,-40870.2,-40863.4,-40817.4,-40796.3,-40730.4,-40336.8,-40772.1,-40142,-40243.7,-39941.9,-39994.9,-39776.6,-39468.4,-39446,-38239.4,-37915.7,-36675.5,-30080.9,-29287,-28428.1,-27702.9,-26144.9,
817,-43683.8,-42353.8,-41473.8,-41090.9,-40870.2,-40867.5,-40820,-40776.4,-40730.4,-40147.7,-40769.9,-40002.8,-40076.4,-39510.3,-39994.9,-39882.8,-39468.4,-39446,-38954.5,-37910.7,-36651.1,-29953.8,-28833.9,-28056.7,-27697.5,-26144.9,
818,-43622.4,-42348.8,-41317.7,-41199.3,-40870.2,-40863.1,-40798.8,-40792,-40730.4,-40147.7,-40234.3,-40230.8,-40041.5,-39551.8,-39994.9,-39768.3,-39468.4,-39446,-39100.5,-37929.7,-36693.1,-30117.8,-29409,-28786.9,-28085,-26772.1,
819,-46278.8,-46273.9,-41460.1,-41064.6,-40952.4,-40863.1,-40803,-40778.2,-40572.1,-40147.7,-40196.6,-40230.8,-40091,-40081.1,-39994.9,-39619.6,-39468.4,-39446,-38422.5,-37929.7,-36693.1,-30117.8,-28496.6,-28178.6,-27783.1,-24669.9,
820,-47383.8,-44969.2,-42015.8,-41356.3,-40960.7,-40932,-40744.7,-40729.8,-40572.1,-40108.2,-40600.7,-40433.5,-40705.1,-40081.1,-39994.9,-39456.7,-39468.4,-39446,-38109,-37929.7,-36693.1,-30117.8,-29030.9,-28210.5,-27783.1,-24669.9,
821,-45430.8,-44680.9,-42381.2,-41803.2,-40960.7,-40903,-40901.5,-40697.6,-40572.1,-40108.2,-40600.7,-40657.8,-40143.5,-40053,-39994.9,-39456.7,-39665.2,-39446,-38109,-37929.7,-36693.1,-30117.8,-28389.3,-27839.6,-27811.3,-27702.9,
822,-44872.1,-44427,-42381.2,-41956.8,-41666.1,-41555.9,-41412.8,-41258.1,-41054.9,-40386.9,-40983.1,-40942.3,-40584.5,-40060.8,-40225.9,-39699.5,-39597.6,-39446,-38647.1,-37929.7,-36272.7,-30117.8,-29416,-27998.8,-27825.3,-27702.9,
823,-44823.5,-44383.4,-42381.2,-42163.2,-41614.3,-41555.9,-41236.4,-41190.8,-41054.9,-40386.9,-40983.1,-40942.3,-40614.2,-40271.7,-40225.9,-39699.5,-39481.3,-39446,-38008.5,-37929.7,-36272.7,-30117.8,-28687.6,-28651.5,-28095.2,-26902.6,
824,-45170,-43021.8,-42470.6,-41720.4,-41614.3,-41541.1,-41091.4,-41073.8,-41024,-40243.9,-40948.2,-40946.8,-40797.7,-39923.2,-40130.5,-39623.9,-39931.9,-39328.6,-38971.5,-38268.9,-36272.7,-29784.7,-29517.5,-28285.2,-27840.9,-26902.6,
825,-45133.4,-43021.8,-41858.7,-41799.4,-41416.6,-40980.1,-40940.4,-40932.6,-40887.7,-40170.4,-40773.9,-40483.2,-40871.5,-39958.1,-40066,-39661,-39709.2,-39258.8,-39048.3,-37608.6,-35832.8,-29924.7,-29869.6,-28478.8,-27840.9,-26902.6,
826,-43267.2,-42205.8,-41858.7,-41716.2,-41170.3,-41141.5,-41125.9,-40921,-40887.7,-40170.4,-40641.4,-40453.4,-40140.8,-39849.3,-40097.8,-39661,-39709.2,-39151.4,-38867.9,-37624.6,-35832.8,-29924.7,-29895.9,-28176.3,-28102.6,-26668.5,
827,-45384.2,-42205.8,-42144.3,-42102.3,-41170.3,-41151.2,-41064.5,-40913.5,-40887.7,-40170.4,-40681.9,-40745.1,-40568.5,-39717.2,-40097.8,-39661,-39387.7,-39151.4,-37862.3,-37607,-36650.6,-29924.7,-29107.4,-28859.6,-28102.6,-26668.5,
828,-46003.6,-42205.8,-42152.4,-42102.3,-41170.3,-41073.7,-41064.7,-41051.2,-40887.7,-40170.4,-40681.9,-40745.1,-40990.4,-39195.5,-40097.8,-39846.4,-39387.7,-39151.4,-37815.6,-37607,-36650.6,-29924.7,-29452.3,-28946.3,-28102.6,-26912.3,
829,-46117.1,-42970.8,-42194.8,-41998.2,-41170.3,-41127.6,-41070.1,-41045.6,-40817.2,-40170.4,-40681.9,-40303.9,-40644.2,-39195.5,-40097.8,-39867.2,-39579.6,-39151.4,-37815.6,-37607,-36650.6,-29924.7,-29649.4,-28681.4,-28102.6,-25513.4,
830,-44763.9,-42970.8,-42194.8,-41998.2,-41170.3,-41079.2,-41076.9,-40827.3,-40751.4,-40170.4,-40681.9,-40233.6,-40308.5,-39195.5,-40097.8,-39559.1,-39425,-39151.4,-37815.6,-37607,-36650.6,-29924.7,-29903.5,-29190,-28257,-23849.3,
831,-45565.4,-42970.8,-42194.8,-42001,-41170.3,-41157.6,-40921,-40881.6,-40856.7,-40422.7,-40647.6,-40729.9,-40434.4,-39718.2,-40137.2,-39953,-39443.8,-39151.4,-37815.6,-37627.9,-36661.1,-30714,-29703.8,-29223.9,-28257,-23761.6,
832,-44347.4,-42970.8,-42194.8,-42101,-41233,-41156.6,-40991,-40854,-40849,-40334.9,-40605.4,-40694.4,-40796.2,-39600.9,-40053.8,-39854.7,-39548.9,-39151.4,-38219.9,-37600.2,-35481.6,-30714,-29792.5,-29183.2,-28257,-27771.5,
833,-43775.7,-42972.7,-42450.7,-41924.3,-41233,-41060.3,-41001,-40919.8,-40849,-40218.8,-40605.4,-40723.9,-40800.3,-39600.9,-39822.5,-39410.2,-39548.9,-39151.4,-37836.9,-37539.7,-35213.9,-29980.3,-29607.8,-28400.7,-27853.2,-27771.5,
834,-43004.9,-42504.3,-42285.9,-41509.5,-41149.6,-41148.8,-41145.1,-41042.2,-40882.5,-40342.6,-40774,-40941.4,-40535.9,-39732.4,-39900.3,-39440.2,-39595,-38525.9,-37907.1,-37539.7,-36730.1,-29980.3,-29940.5,-28922.2,-27787.4,-27771.5,
835,-44584.7,-43831.6,-42021.8,-41349.3,-41149.6,-41145.7,-41132.2,-41042.2,-40882.5,-40406.3,-40774,-40941.4,-40213.6,-39636.5,-39900.3,-39412.1,-39595,-38360.1,-37607.6,-37469.4,-36730.1,-29980.3,-29940.5,-28345,-27891.7,-27771.5,
836,-46830.8,-42430.1,-41471.3,-41413.8,-41218.6,-41141.5,-41131.2,-41063.2,-40917.7,-40406.3,-40774,-40963.3,-40338.8,-39016.2,-39900.3,-39412.1,-39481.9,-38360.1,-37804,-37469.4,-36730.1,-29980.3,-29107.5,-28830.3,-28298,-27771.5,
837,-46574.2,-42430.1,-42421.2,-41358.3,-41218.6,-41159.8,-41112.3,-41063.2,-40917.7,-40743.4,-40774,-40963.3,-40415.9,-39301.4,-39900.3,-39783.1,-39481.9,-38312.1,-37892.5,-37697.5,-36730.1,-29980.3,-29457.3,-28603.6,-28126.5,-27771.5,
838,-44350.8,-42514.5,-41842.4,-41509.7,-41325.8,-41175,-41070.5,-40981.5,-40891.2,-40757.6,-40855,-39976.1,-40334.1,-39850.8,-39900.3,-39783.1,-39214.4,-38806.2,-37609.7,-37421.2,-36486.3,-29962.8,-28762.4,-28603.6,-28264.7,-27771.5,
839,-44873.4,-41972.3,-41957,-41493.1,-41325.8,-41290.3,-41006,-41001,-40891.2,-40757.6,-40855,-40235.8,-40146.1,-39193.5,-39900.3,-39783.1,-39044.1,-38830.8,-38803.4,-37477.6,-36486.3,-29962.8,-29358.1,-28165.5,-27814.2,-27771.5,
840,-43110.2,-41972.3,-41900,-41849.7,-41341.1,-41218.2,-41157.6,-41112.2,-40891.2,-40757.6,-40855,-40916.4,-40494,-39193.5,-39900.3,-39592.3,-39408.9,-38969.5,-38405.8,-38401.2,-36486.3,-29962.8,-29358.1,-28165.5,-28109.4,-27771.5,
841,-42671.4,-41972.3,-41711.6,-41676.7,-41341.1,-41255.8,-41220.1,-41112.2,-40774.7,-40757.6,-40789.2,-40916.4,-40298.8,-39193.5,-39900.3,-39592.3,-39408.9,-38969.5,-38811.8,-37515.7,-36486.3,-29962.8,-29521.2,-28165.5,-28155.1,-28063.4,
842,-44306.7,-41972.3,-41734.9,-41676.7,-41341.1,-41285.1,-41221,-41112.2,-40774.7,-40743.8,-40789.2,-40916.4,-40100,-39193.5,-39900.3,-39880.6,-39408.9,-39074.5,-37535.1,-37515.7,-36486.3,-29962.8,-29266.5,-28165.5,-27946.1,-27286.3,
843,-46145.4,-42364.7,-42104.3,-41542.2,-41248.7,-41234.6,-41198.1,-41050.4,-40783,-40743.8,-40789.2,-40916.4,-40268.3,-39569.1,-39996.5,-39880.6,-39408.9,-39074.5,-37989.2,-37515.7,-36486.3,-29962.8,-28802.4,-28616.6,-27977.6,-27286.3,
844,-42495.1,-41849.6,-41594,-41591.8,-41248.7,-41199,-41187.7,-40992.3,-40783,-40743.8,-40959.2,-40916.4,-40512.7,-39564.8,-39996.5,-39880.6,-39256.5,-39074.5,-38758.3,-37785.7,-36486.3,-29962.8,-28516.3,-28398.8,-27972.2,-27286.3,
845,-43921.9,-42175.2,-41650.1,-41591.8,-41248.7,-41211.3,-41011.4,-40984.7,-40783,-40743.8,-40959.2,-40916.4,-40099.1,-39132.5,-39996.5,-39880.6,-39427.3,-39126.7,-38734.6,-37785.7,-36486.3,-29962.8,-29139.6,-28390.7,-28018.4,-27332.5,
846,-44213,-42745.3,-41592,-41558.9,-41248.7,-41043.9,-41015.7,-41009.4,-40783,-40743.8,-40768.1,-40916.4,-40269.3,-39854.5,-39996.5,-39788.7,-39427.3,-39146.6,-37956.2,-37618.2,-36486.3,-30164.1,-29887.5,-29121.6,-27915,-27447.7,
847,-45979.2,-44174.1,-41592,-41478.5,-41248.7,-41103.5,-41073,-41065.9,-40783,-40743.8,-40768.1,-40916.4,-40314.5,-40055.9,-39996.5,-39788.7,-39427.3,-39146.6,-38859.3,-37618.2,-36486.3,-30164.1,-29991.9,-28009.8,-27764.3,-27447.7,
848,-44994.8,-42434.9,-41668.1,-41478.5,-41159.2,-41148.3,-41073,-40996.1,-40923.6,-40743.8,-40323.1,-40434.4,-40230.2,-39550.5,-39996.5,-39788.7,-39334.7,-39187.9,-37703.9,-37618.2,-36486.3,-30164.1,-30058.5,-28009.8,-27687.5,-27447.7,
849,-42961,-42608.1,-41668.1,-41454.1,-41159.2,-41078.5,-41000.2,-40932.8,-40923.6,-40743.8,-40323.1,-40184,-40530.9,-39642.6,-40110.9,-39564.5,-39702.8,-39187.9,-38517.1,-37096.4,-36486.3,-30164.1,-30104.6,-28009.8,-27853.1,-27447.7,
850,-47385.2,-42670.1,-41826.1,-41445.3,-41050.2,-41038.5,-40992.8,-40932.8,-40794.7,-40753.5,-40593.3,-40809.8,-40610.1,-39319.2,-40199.4,-39589.4,-39998.7,-39239.5,-38162.6,-37096.4,-36486.3,-30164.1,-29983.6,-28206.1,-28039,-27447.7,
851,-44198.8,-44184.6,-41868.6,-41369.5,-41019.2,-41008.6,-40985,-40927,-40732.7,-40753.5,-40593.3,-40853.5,-40571.6,-39319.2,-40199.4,-39589.4,-39358.9,-39239.5,-38796.5,-38279.4,-36486.3,-30164.1,-28598.9,-28206.1,-27785,-27447.7,
852,-42368.5,-42195,-41507.3,-41029.5,-40996.4,-40986.7,-40985,-40927,-40732.7,-40270.7,-40858.8,-40634.8,-40510.6,-39319.2,-39681.9,-39589.4,-39358.9,-39239.5,-39227.1,-38279.4,-36486.3,-30164.1,-28531.8,-28443.2,-27743.3,-27447.7,
853,-43711.9,-42134.5,-41844.9,-41160.4,-41081.1,-41011.5,-40977.3,-40976.4,-40789.7,-40330.2,-40910.8,-40695.5,-40803.1,-39431.2,-40023.9,-39690.8,-39466.2,-39343.8,-38683.5,-37719.8,-36574.5,-30190.6,-30015.1,-28452.9,-28101.1,-27269.4,
854,-46593,-41651.3,-41454.7,-41231.3,-41081.1,-41052.8,-41024.4,-41004.6,-40807.7,-40342.5,-40930.4,-40695.2,-40379,-39432.3,-39814.4,-39695.2,-39467.8,-39343.8,-38130.5,-37860.8,-36574.5,-30190.6,-29421,-28774.4,-28292.1,-27269.4,
