# ChronoModel 2.0.18
# ChronoModel Project
# Date Format : BC/AD
iter,UP Begin,UP End,VI,XI,XII
62186,-37845.0057047049,-30287.8069725812,-30287.8069725812,-36574.8391131037,-37845.0057047049
62187,-37813.367074681,-30376.3749042593,-30376.3749042593,-36775.0579987403,-37813.367074681
62188,-38030.6192359754,-32638.4902018386,-32638.4902018386,-34938.1506685712,-38030.6192359754
62189,-37881.6598021474,-29625.5475141055,-29625.5475141055,-36354.031368355,-37881.6598021474
62190,-37811.8231702447,-30665.4194217496,-30665.4194217496,-36126.1784229446,-37811.8231702447
62191,-36189.8701310298,-28480.1288725881,-28480.1288725881,-35468.4498028261,-36189.8701310298
62192,-37427.2604828395,-29936.496066326,-29936.496066326,-36722.8495798108,-37427.2604828395
62193,-37380.9829128259,-28471.5256681461,-28471.5256681461,-35080.7900776682,-37380.9829128259
62194,-37269.4717103957,-30292.8561740073,-30292.8561740073,-35996.7480073713,-37269.4717103957
62195,-37636.568753531,-30724.9837612737,-30724.9837612737,-35575.2623051543,-37636.568753531
62196,-37653.8951068755,-30151.2871289897,-30151.2871289897,-36298.7898049504,-37653.8951068755
62197,-37658.8361010307,-30928.6617086921,-30928.6617086921,-36742.4414381198,-37658.8361010307
62198,-37749.4541649026,-29644.8427091004,-29644.8427091004,-36122.1003823987,-37749.4541649026
62199,-37264.9542030456,-30766.2390503552,-30766.2390503552,-36756.3606292586,-37264.9542030456
62200,-37618.7479965024,-30279.4058607594,-30279.4058607594,-36019.3819188372,-37618.7479965024
62201,-37994.021758071,-30332.5829882024,-30332.5829882024,-36156.0860353912,-37994.021758071
62202,-37252.8144360352,-30123.3440888767,-30123.3440888767,-36228.6295018077,-37252.8144360352
62203,-37905.6414636669,-30102.6834090317,-30102.6834090317,-36193.9504244538,-37905.6414636669
62204,-37387.1723672206,-30036.0465433304,-30036.0465433304,-36423.8116609213,-37387.1723672206
62205,-37857.609981313,-30194.8691352649,-30194.8691352649,-36069.2510445595,-37857.609981313
62206,-37548.7292671501,-30866.4050701531,-30866.4050701531,-36989.6461734214,-37548.7292671501
62207,-37448.4932794154,-30430.9527358392,-30430.9527358392,-36389.9067344208,-37448.4932794154
62208,-37406.2228539563,-30295.4051835464,-30295.4051835464,-36701.8201160316,-37406.2228539563
62209,-36608.0917532932,-30225.2973936905,-30225.2973936905,-36233.294848811,-36608.0917532932
62210,-37807.5763803458,-30733.283423393,-30733.283423393,-36474.946181516,-37807.5763803458
62211,-37509.331621047,-30562.3360938528,-30562.3360938528,-36599.0042819952,-37509.331621047
62212,-37444.5358215971,-29778.3421555209,-29778.3421555209,-36742.4484600997,-37444.5358215971
62213,-37925.5666038465,-29799.6090427031,-29799.6090427031,-36447.6183673708,-37925.5666038465
62214,-38066.4714511272,-29817.4909571586,-29817.4909571586,-36148.6428130833,-38066.4714511272
62215,-37865.9101813774,-30339.3109524251,-30339.3109524251,-36139.0745270887,-37865.9101813774
62216,-36754.6824135739,-30590.5027623582,-30590.5027623582,-36252.6662768079,-36754.6824135739
62217,-37686.7443473763,-31285.12348886,-31285.12348886,-36184.80335457,-37686.7443473763
62218,-38690.8135734487,-30170.9834957763,-30170.9834957763,-34447.3274247145,-38690.8135734487
62219,-37884.2671048533,-29893.068727605,-29893.068727605,-35726.0280294063,-37884.2671048533
62220,-37574.2722839563,-30412.9871447645,-30412.9871447645,-36225.1987274322,-37574.2722839563
62221,-37665.8617340231,-30782.3965892656,-30782.3965892656,-36254.2721250447,-37665.8617340231
62222,-37413.5102367114,-29981.4905132268,-29981.4905132268,-34941.7486390201,-37413.5102367114
62223,-37835.8577910584,-30628.8995895129,-30628.8995895129,-36730.1522620226,-37835.8577910584
62224,-37857.3273152251,-30397.2145357948,-30397.2145357948,-36360.4423918384,-37857.3273152251
62225,-38323.1936807122,-30948.1055311742,-30948.1055311742,-35763.974027993,-38323.1936807122
62226,-38041.2863903727,-30443.9916075875,-30443.9916075875,-35503.8046085701,-38041.2863903727
62227,-38121.9525677559,-30437.1535490524,-30437.1535490524,-36909.9497102817,-38121.9525677559
62228,-38216.8752204133,-30262.2645315714,-30262.2645315714,-36303.1525080764,-38216.8752204133
62229,-38135.882509608,-29998.032876254,-29998.032876254,-36449.259439653,-38135.882509608
62230,-37887.5833632137,-30449.8880751299,-30449.8880751299,-36701.7032506454,-37887.5833632137
62231,-37615.9734213151,-30199.914087162,-30199.914087162,-36111.7410790821,-37615.9734213151
62232,-37953.8170416904,-30347.3842176612,-30347.3842176612,-35015.0957418493,-37953.8170416904
62233,-37798.218583005,-30376.0213926802,-30376.0213926802,-37076.3303353893,-37798.218583005
62234,-38269.7542075543,-29610.9567293909,-29610.9567293909,-36352.654948418,-38269.7542075543
62235,-37367.1637668627,-30055.1968640113,-30055.1968640113,-36274.6751718162,-37367.1637668627
62236,-37489.2700989244,-30015.9033055599,-30015.9033055599,-36091.3125213017,-37489.2700989244
62237,-37103.6317254408,-30659.979744501,-30659.979744501,-35951.7773751748,-37103.6317254408
62238,-37371.6489693213,-29906.7974217869,-29906.7974217869,-36090.1925976539,-37371.6489693213
62239,-37552.5560423387,-30453.4101336456,-30453.4101336456,-36365.7463380231,-37552.5560423387
62240,-37349.2950068083,-29667.0266111995,-29667.0266111995,-35494.9680832016,-37349.2950068083
62241,-37386.2765700623,-29933.143375433,-29933.143375433,-35010.1442427195,-37386.2765700623
62242,-37940.0491280492,-30792.8543082823,-30792.8543082823,-36238.8351734795,-37940.0491280492
62243,-37957.8646351479,-29306.7284342405,-29306.7284342405,-36291.1339117635,-37957.8646351479
62244,-37966.0052662644,-30782.2136083338,-30782.2136083338,-36224.247065349,-37966.0052662644
62245,-35858.7105410446,-30413.8571310005,-30413.8571310005,-35019.5184554183,-35858.7105410446
62246,-37409.8770912269,-30013.0886238519,-30013.0886238519,-35626.9411733589,-37409.8770912269
62247,-37799.1301670038,-30029.2231690688,-30029.2231690688,-36078.3133280144,-37799.1301670038
62248,-38136.1062274787,-30913.4374134161,-30913.4374134161,-36489.3475873793,-38136.1062274787
62249,-37815.8519213484,-30055.1687257679,-30055.1687257679,-36507.7917246093,-37815.8519213484
62250,-37358.40100408,-30321.4853117452,-30321.4853117452,-36339.9449265878,-37358.40100408
62251,-37474.6176275811,-30812.0752025301,-30812.0752025301,-35253.410791377,-37474.6176275811
62252,-37730.4916891146,-31373.7194203265,-31373.7194203265,-36294.9347456706,-37730.4916891146
62253,-37613.4071088644,-30579.7222415399,-30579.7222415399,-37436.1985535858,-37613.4071088644
62254,-38679.3493156053,-30110.0222184738,-30110.0222184738,-36490.9247865402,-38679.3493156053
62255,-38368.0426284079,-28467.3942349437,-28467.3942349437,-36421.2238964916,-38368.0426284079
62256,-37936.6217857065,-30638.532950685,-30638.532950685,-35875.1391608948,-37936.6217857065
62257,-37599.2262924696,-29982.3158087799,-29982.3158087799,-35772.6208592717,-37599.2262924696
62258,-37152.240859114,-28410.3037925089,-28410.3037925089,-35966.3061079207,-37152.240859114
62259,-36510.3646369494,-30860.8921836903,-30860.8921836903,-35808.3134118247,-36510.3646369494
62260,-37493.7472171998,-30430.4573227875,-30430.4573227875,-35732.9061712677,-37493.7472171998
62261,-37386.5094867083,-30593.6928606545,-30593.6928606545,-36075.9365466746,-37386.5094867083
62262,-37701.2653132837,-30350.4011336947,-30350.4011336947,-36986.7821826368,-37701.2653132837
62263,-37571.8844298528,-30460.4743154473,-30460.4743154473,-36844.1307903191,-37571.8844298528
62264,-37709.97336308,-29465.7156740289,-29465.7156740289,-36326.6865256031,-37709.97336308
62265,-38003.3632106087,-30450.8711559702,-30450.8711559702,-36600.4634868848,-38003.3632106087
62266,-38089.5818447924,-30508.9480879636,-30508.9480879636,-36282.8054321799,-38089.5818447924
62267,-38003.2185707869,-31431.2631146027,-31431.2631146027,-36195.7827539885,-38003.2185707869
62268,-37565.2622576271,-29701.9803480264,-29701.9803480264,-36376.3483088068,-37565.2622576271
62269,-36693.2700824872,-30572.1495883621,-30572.1495883621,-35900.0400782416,-36693.2700824872
62270,-37501.4368147821,-30618.9385491669,-30618.9385491669,-36555.2349013656,-37501.4368147821
62271,-38057.2246149942,-30441.2046699959,-30441.2046699959,-36184.8780744362,-38057.2246149942
62272,-38068.851570472,-29958.2154575068,-29958.2154575068,-36253.8022532892,-38068.851570472
62273,-38055.9129297534,-29812.1792786671,-29812.1792786671,-36284.130834748,-38055.9129297534
62274,-37567.2401214673,-29251.7583302181,-29251.7583302181,-36205.147436896,-37567.2401214673
62275,-37640.4438808183,-28922.8733674066,-28922.8733674066,-35833.1515684352,-37640.4438808183
62276,-36991.2888421724,-30480.0556045046,-30480.0556045046,-36514.8413322926,-36991.2888421724
62277,-36609.748093196,-30964.903330253,-30964.903330253,-36170.8194887273,-36609.748093196
62278,-38470.6029698503,-28950.169467149,-28950.169467149,-36592.0983013575,-38470.6029698503
62279,-37712.0095068156,-30223.104402902,-30223.104402902,-36540.7206826284,-37712.0095068156
62280,-38515.6014596937,-30300.4188850393,-30300.4188850393,-35848.8827348381,-38515.6014596937
62281,-37712.0784733125,-30532.6470555979,-30532.6470555979,-36236.2211439151,-37712.0784733125
62282,-38095.4361137153,-31271.2731301621,-31271.2731301621,-36748.6633085013,-38095.4361137153
62283,-37810.7270100483,-30778.7596315058,-30778.7596315058,-36805.756062133,-37810.7270100483
62284,-38578.7888270141,-30243.8404172775,-30243.8404172775,-34465.5297640468,-38578.7888270141
62285,-38089.6724502286,-30857.0327856725,-30857.0327856725,-37340.9111674596,-38089.6724502286
62286,-37668.9709165191,-29565.5832176282,-29565.5832176282,-36068.3065437453,-37668.9709165191
62287,-37962.3565422644,-29880.5195491588,-29880.5195491588,-36225.5521288163,-37962.3565422644
62288,-36664.0821330986,-30243.0448208894,-30243.0448208894,-35750.032938077,-36664.0821330986
62289,-38277.8162998722,-30384.9260594835,-30384.9260594835,-35342.584314549,-38277.8162998722
62290,-37915.1964814832,-30580.9836679444,-30580.9836679444,-37302.3700151585,-37915.1964814832
62291,-37043.7021091545,-30589.016829468,-30589.016829468,-36246.0041247283,-37043.7021091545
62292,-37675.3338501668,-30740.2219837671,-30740.2219837671,-36231.8519551991,-37675.3338501668
62293,-38124.3864747621,-30446.5562678457,-30446.5562678457,-36694.6420256084,-38124.3864747621
62294,-38099.7996644297,-29983.3525868373,-29983.3525868373,-36800.9339091169,-38099.7996644297
62295,-37598.7113977007,-30688.539544054,-30688.539544054,-36372.3271504813,-37598.7113977007
62296,-38056.4837761523,-30553.7568112211,-30553.7568112211,-36997.2608060857,-38056.4837761523
62297,-37237.4658873537,-30704.8680927785,-30704.8680927785,-35725.9568231209,-37237.4658873537
62298,-37821.0310094598,-29869.654554861,-29869.654554861,-35608.2890055877,-37821.0310094598
62299,-37164.8219742744,-30698.6348874048,-30698.6348874048,-35086.486543442,-37164.8219742744
62300,-37520.0968390747,-30801.9502080261,-30801.9502080261,-35531.8356497324,-37520.0968390747
62301,-38831.9546454887,-29812.6305995546,-29812.6305995546,-36053.5356071231,-38831.9546454887
62302,-38268.9267440294,-30177.0845092434,-30177.0845092434,-36611.9436482395,-38268.9267440294
62303,-37306.0573993464,-29718.0350372196,-29718.0350372196,-36354.4142977272,-37306.0573993464
62304,-37581.5170425086,-30551.6280948543,-30551.6280948543,-36479.6741037071,-37581.5170425086
62305,-38662.9940112173,-29865.7272308134,-29865.7272308134,-36447.6154329078,-38662.9940112173
62306,-37313.3985511181,-30292.647879959,-30292.647879959,-36414.9741819628,-37313.3985511181
62307,-37577.9665468485,-29963.1583812036,-29963.1583812036,-36404.1364638035,-37577.9665468485
62308,-38141.7293508804,-31058.0133688934,-31058.0133688934,-36099.2889906238,-38141.7293508804
62309,-37428.4242875306,-30988.3718943933,-30988.3718943933,-36664.4588088574,-37428.4242875306
62310,-38121.9234466487,-30013.1624063339,-30013.1624063339,-36648.2381921131,-38121.9234466487
62311,-36544.0273275866,-29988.389499426,-29988.389499426,-35412.9694147073,-36544.0273275866
62312,-37768.3746042923,-30409.5480290498,-30409.5480290498,-36630.1095372749,-37768.3746042923
62313,-37834.862226589,-29693.8131743553,-29693.8131743553,-35992.4855071449,-37834.862226589
62314,-37893.1594819861,-31507.5741424811,-31507.5741424811,-36026.913883923,-37893.1594819861
62315,-38074.0580604324,-30696.8734620334,-30696.8734620334,-36853.808446157,-38074.0580604324
62316,-38358.1885019158,-30298.9491144364,-30298.9491144364,-35637.7414343834,-38358.1885019158
62317,-38330.6007045238,-30570.3868304375,-30570.3868304375,-36697.1212055358,-38330.6007045238
62318,-37690.5488186789,-31024.9415754233,-31024.9415754233,-36372.414149747,-37690.5488186789
62319,-37820.3707055627,-31677.7102507009,-31677.7102507009,-35389.2654913382,-37820.3707055627
62320,-37556.8992939712,-28360.0594930909,-28360.0594930909,-37537.984728742,-37556.8992939712
62321,-36121.5850831437,-30067.1992086269,-30067.1992086269,-35652.2721641517,-36121.5850831437
62322,-37806.8659410493,-30461.4391774022,-30461.4391774022,-34474.9551253201,-37806.8659410493
62323,-37654.8097182775,-30234.3936429905,-30234.3936429905,-34655.1307110561,-37654.8097182775
62324,-37597.6784387871,-30131.4776570815,-30131.4776570815,-35401.5159891557,-37597.6784387871
62325,-38349.6658558183,-30793.896850303,-30793.896850303,-37108.0007700978,-38349.6658558183
62326,-37700.1568290417,-30418.8116800461,-30418.8116800461,-36225.7120614421,-37700.1568290417
62327,-37396.232506417,-30124.1675448778,-30124.1675448778,-36811.9942126669,-37396.232506417
62328,-36928.5479076239,-30726.8574043086,-30726.8574043086,-36174.9748335732,-36928.5479076239
62329,-37433.8546454693,-30469.0079217024,-30469.0079217024,-36648.0288343723,-37433.8546454693
62330,-37359.1879413148,-30371.2246107174,-30371.2246107174,-36884.1942683171,-37359.1879413148
62331,-38214.5094618969,-30581.4707672074,-30581.4707672074,-36474.4662820552,-38214.5094618969
62332,-37488.9586503372,-29302.0768724752,-29302.0768724752,-36600.5349317562,-37488.9586503372
62333,-38059.3171361781,-30399.0558709456,-30399.0558709456,-37800.3034761958,-38059.3171361781
62334,-38140.5660829517,-30653.07251917,-30653.07251917,-37401.9890137938,-38140.5660829517
62335,-37475.7056165423,-29817.2508679566,-29817.2508679566,-35530.1914513665,-37475.7056165423
62336,-37259.0836787543,-30371.5295159481,-30371.5295159481,-35877.9473028578,-37259.0836787543
62337,-37998.8621178999,-30392.0735821394,-30392.0735821394,-36885.6101100884,-37998.8621178999
62338,-37743.8186689861,-28914.3311903449,-28914.3311903449,-36928.4406955685,-37743.8186689861
62339,-37442.7962617543,-30284.8394527861,-30284.8394527861,-36123.7844253171,-37442.7962617543
62340,-37915.7420932118,-30531.9051247676,-30531.9051247676,-36392.166772954,-37915.7420932118
62341,-37523.1218154592,-31059.3829597028,-31059.3829597028,-34702.1531377214,-37523.1218154592
62342,-37290.5414686473,-30387.9657299102,-30387.9657299102,-36646.97596705,-37290.5414686473
62343,-37145.1057133884,-30116.9346027155,-30116.9346027155,-35810.0577613163,-37145.1057133884
62344,-37492.529636263,-30145.9381246095,-30145.9381246095,-34888.1940689043,-37492.529636263
62345,-37498.5058283292,-31050.8934715136,-31050.8934715136,-36965.4001851388,-37498.5058283292
62346,-37705.8411094777,-30611.0079779258,-30611.0079779258,-36673.0267457317,-37705.8411094777
62347,-37341.6186662696,-30048.1260324376,-30048.1260324376,-36430.4482016431,-37341.6186662696
62348,-38326.9199935552,-30579.9758930917,-30579.9758930917,-36583.580906603,-38326.9199935552
62349,-38215.4010604228,-30578.7054710137,-30578.7054710137,-36395.4332873647,-38215.4010604228
62350,-38328.2470654065,-30122.3368671555,-30122.3368671555,-36745.5285248409,-38328.2470654065
62351,-37315.589962115,-31143.2256281347,-31143.2256281347,-36476.1046714072,-37315.589962115
62352,-38060.2905727571,-31490.3749793484,-31490.3749793484,-35848.8344299744,-38060.2905727571
62353,-37983.7599902883,-30142.3282634841,-30142.3282634841,-36368.1301017221,-37983.7599902883
62354,-37870.2574507508,-29918.8463916684,-29918.8463916684,-36610.2683686357,-37870.2574507508
62355,-38303.1929508242,-30164.2441971172,-30164.2441971172,-36777.7937771761,-38303.1929508242
62356,-37640.6010859401,-30760.7844721467,-30760.7844721467,-36990.5265259189,-37640.6010859401
62357,-37599.8789559241,-30353.9023296743,-30353.9023296743,-36391.9069894039,-37599.8789559241
62358,-37838.9548871069,-30686.3987420221,-30686.3987420221,-36521.1755859665,-37838.9548871069
62359,-38286.2176897201,-30296.2884737807,-30296.2884737807,-37248.2952604892,-38286.2176897201
62360,-38447.725599194,-29990.9675453519,-29990.9675453519,-36865.5018786216,-38447.725599194
62361,-38199.5649271282,-29825.1951010986,-29825.1951010986,-36358.8659463236,-38199.5649271282
62362,-37750.2907971843,-29825.6784529987,-29825.6784529987,-36595.144021797,-37750.2907971843
62363,-38031.5598405298,-30578.1638611066,-30578.1638611066,-36355.2247296281,-38031.5598405298
62364,-37885.7706019695,-30551.5974664038,-30551.5974664038,-36298.1901882353,-37885.7706019695
62365,-38049.4293430032,-30632.3070880626,-30632.3070880626,-36464.2633772209,-38049.4293430032
62366,-37714.810955005,-30074.0578321071,-30074.0578321071,-36600.5015176844,-37714.810955005
62367,-38237.6511916513,-30419.7756772131,-30419.7756772131,-36241.4344602855,-38237.6511916513
62368,-36691.4453582868,-30552.5547434468,-30552.5547434468,-36238.4639587582,-36691.4453582868
62369,-37837.4243286772,-30542.3857994587,-30542.3857994587,-35055.7150140937,-37837.4243286772
62370,-37746.0600254431,-30462.9130292774,-30462.9130292774,-36886.2826532724,-37746.0600254431
62371,-37570.9823148033,-30444.2339485068,-30444.2339485068,-36471.8718738835,-37570.9823148033
62372,-37325.2507788119,-29679.501493249,-29679.501493249,-35928.5097665956,-37325.2507788119
62373,-37239.5180285614,-30017.7086454839,-30017.7086454839,-36539.5728094959,-37239.5180285614
62374,-37262.0982790655,-31036.3539267419,-31036.3539267419,-36428.206758908,-37262.0982790655
62375,-37413.4519676588,-29913.0764049123,-29913.0764049123,-36266.7659880404,-37413.4519676588
62376,-37798.3757066287,-29976.6431288752,-29976.6431288752,-36295.9399464866,-37798.3757066287
62377,-37357.6386613641,-30254.0838070245,-30254.0838070245,-36119.4247272851,-37357.6386613641
62378,-37451.2347622062,-30158.9295386346,-30158.9295386346,-36592.70198678,-37451.2347622062
62379,-37495.232767405,-30207.9196299372,-30207.9196299372,-36344.0917262605,-37495.232767405
62380,-37895.5982972573,-30623.7308895876,-30623.7308895876,-37410.3672259577,-37895.5982972573
62381,-37894.5928482895,-30351.7062234454,-30351.7062234454,-36485.8339914937,-37894.5928482895
62382,-37881.2350412106,-30676.0322181765,-30676.0322181765,-36518.049123783,-37881.2350412106
62383,-37548.0936028665,-29385.2088585229,-29385.2088585229,-36418.2531574348,-37548.0936028665
62384,-38063.7378847662,-30516.1291024853,-30516.1291024853,-36377.8970459311,-38063.7378847662
62385,-37887.6381119965,-30712.84997578,-30712.84997578,-35373.4577555124,-37887.6381119965
62386,-37560.5068090089,-29855.7214461333,-29855.7214461333,-36208.4358363758,-37560.5068090089
62387,-37876.9811856594,-30142.3623848036,-30142.3623848036,-37794.064824411,-37876.9811856594
62388,-37804.6128210083,-30484.536502079,-30484.536502079,-35624.365361364,-37804.6128210083
62389,-37922.0373406597,-30571.8014302954,-30571.8014302954,-36023.143289134,-37922.0373406597
62390,-38081.8810932478,-30390.6199046274,-30390.6199046274,-36892.845738323,-38081.8810932478
62391,-38457.4536161105,-30476.3605342014,-30476.3605342014,-36357.5661040376,-38457.4536161105
62392,-38405.7254047279,-30499.4852087743,-30499.4852087743,-35955.6465353064,-38405.7254047279
62393,-37346.5138634849,-30795.3937026808,-30795.3937026808,-35940.5730437126,-37346.5138634849
62394,-38060.7067988813,-30611.7445113409,-30611.7445113409,-36273.4105309454,-38060.7067988813
62395,-37649.4654651367,-30182.9657192405,-30182.9657192405,-36125.2667306921,-37649.4654651367
62396,-37982.4254082246,-30424.791286027,-30424.791286027,-34779.2500775714,-37982.4254082246
62397,-37579.0984013639,-30714.8961452141,-30714.8961452141,-36120.7147405652,-37579.0984013639
62398,-37818.9802982333,-29874.1795543567,-29874.1795543567,-36231.6531401597,-37818.9802982333
62399,-37729.2683917008,-30047.3181761301,-30047.3181761301,-36931.0886269237,-37729.2683917008
62400,-38063.289745035,-30315.0392651133,-30315.0392651133,-36223.1098636492,-38063.289745035
62401,-37497.0585398374,-29337.4827357698,-29337.4827357698,-37467.4788540888,-37497.0585398374
62402,-37832.2220099271,-30833.5513192391,-30833.5513192391,-36235.7296871182,-37832.2220099271
62403,-37371.7415454037,-30152.8431898942,-30152.8431898942,-36764.2407740405,-37371.7415454037
62404,-37816.4600042065,-30744.1064705464,-30744.1064705464,-36740.8727959122,-37816.4600042065
62405,-37886.515180253,-30482.9480755746,-30482.9480755746,-34572.960132717,-37886.515180253
62406,-37783.0563972915,-30211.1284995015,-30211.1284995015,-36022.5544756717,-37783.0563972915
62407,-37739.3628335623,-30254.5543695579,-30254.5543695579,-36770.4659050899,-37739.3628335623
62408,-37938.369088324,-30194.8435071571,-30194.8435071571,-36322.0028581051,-37938.369088324
62409,-37630.3775106116,-30886.9644357057,-30886.9644357057,-36920.2742256703,-37630.3775106116
62410,-37309.1101779355,-30039.6029604535,-30039.6029604535,-35749.6914550002,-37309.1101779355
62411,-37235.6380603642,-29763.6724563135,-29763.6724563135,-35667.5794411052,-37235.6380603642
62412,-37470.4543954015,-32323.8782456747,-32323.8782456747,-35431.2817753081,-37470.4543954015
62413,-37219.0847864646,-29898.6714962236,-29898.6714962236,-35991.6311936892,-37219.0847864646
62414,-37468.0056914686,-29872.8467112303,-29872.8467112303,-36547.719149622,-37468.0056914686
62415,-37033.8847696004,-29831.1511775796,-29831.1511775796,-36305.7926905091,-37033.8847696004
62416,-38224.5408980485,-30068.3532244717,-30068.3532244717,-35857.4555735429,-38224.5408980485
62417,-37909.8426368208,-28677.2070869536,-28677.2070869536,-35906.0932697806,-37909.8426368208
62418,-37862.8991783374,-31393.2415836289,-31393.2415836289,-37000.5342134085,-37862.8991783374
62419,-38277.5940743818,-30014.4562622743,-30014.4562622743,-36251.4470945134,-38277.5940743818
62420,-37176.6149680037,-30523.2682190637,-30523.2682190637,-36076.9605886559,-37176.6149680037
62421,-37864.8909318099,-30767.1864648609,-30767.1864648609,-36642.8999669307,-37864.8909318099
62422,-38529.3102017918,-31556.5768429996,-31556.5768429996,-36744.2413578776,-38529.3102017918
62423,-37524.4800109533,-29624.5262419185,-29624.5262419185,-36544.4464200717,-37524.4800109533
62424,-37583.3705629051,-30004.9713355461,-30004.9713355461,-36643.6093847474,-37583.3705629051
62425,-37680.846530973,-29724.2736743377,-29724.2736743377,-36003.3259631491,-37680.846530973
62426,-37439.6778949379,-30632.3347641565,-30632.3347641565,-36045.8779127899,-37439.6778949379
62427,-38007.1135125001,-29831.0267749038,-29831.0267749038,-35917.5957035253,-38007.1135125001
62428,-37510.2007292856,-30094.2491378523,-30094.2491378523,-36564.0782243726,-37510.2007292856
62429,-38275.9955116883,-29975.4924908971,-29975.4924908971,-37923.501409273,-38275.9955116883
62430,-36799.3329938971,-30254.5539162978,-30254.5539162978,-34996.244521885,-36799.3329938971
62431,-37896.8622155171,-29752.686018497,-29752.686018497,-36364.573055713,-37896.8622155171
62432,-37707.8619998252,-30507.9405739526,-30507.9405739526,-36024.9117262132,-37707.8619998252
62433,-37882.5579512015,-29881.4849953516,-29881.4849953516,-35532.0405363506,-37882.5579512015
62434,-37264.280713327,-30553.22746022,-30553.22746022,-34081.0381045506,-37264.280713327
62435,-37753.9621687676,-29908.3300657888,-29908.3300657888,-36518.6189865194,-37753.9621687676
62436,-37553.7877714608,-30748.427445925,-30748.427445925,-36902.4808662465,-37553.7877714608
62437,-37905.4276760944,-30094.4512131935,-30094.4512131935,-36855.8950613915,-37905.4276760944
62438,-37703.6334708546,-31623.4762070271,-31623.4762070271,-37026.7026482692,-37703.6334708546
62439,-37322.7372574864,-31376.6095716782,-31376.6095716782,-36947.1123022725,-37322.7372574864
62440,-38194.2598751044,-29570.8484649755,-29570.8484649755,-36581.0236358327,-38194.2598751044
62441,-38187.7962687468,-30003.9840252955,-30003.9840252955,-36018.1945884516,-38187.7962687468
62442,-38239.0710730454,-30484.4885774837,-30484.4885774837,-36477.4015358928,-38239.0710730454
62443,-37550.8308083078,-29830.3254968408,-29830.3254968408,-35556.1528660379,-37550.8308083078
62444,-37923.3761999617,-30282.5939594946,-30282.5939594946,-36273.1925592388,-37923.3761999617
62445,-37771.4345863402,-30328.4611055235,-30328.4611055235,-36398.338566035,-37771.4345863402
62446,-37285.7499889737,-30454.8264956776,-30454.8264956776,-35868.1500369771,-37285.7499889737
62447,-36614.3950351398,-29640.2416611947,-29640.2416611947,-36266.0074191854,-36614.3950351398
62448,-37589.2153204481,-29481.5895081105,-29481.5895081105,-35266.90952718,-37589.2153204481
62449,-37836.2684882589,-30510.2198972888,-30510.2198972888,-36516.6121540778,-37836.2684882589
62450,-38087.6181160293,-29786.8848464208,-29786.8848464208,-36717.619560021,-38087.6181160293
62451,-37791.8745029826,-30247.9642061564,-30247.9642061564,-36272.6618832194,-37791.8745029826
62452,-38071.4376191887,-30505.2981662403,-30505.2981662403,-35956.4954449708,-38071.4376191887
62453,-37939.6912378916,-30735.5563956755,-30735.5563956755,-36601.88011756,-37939.6912378916
62454,-37651.5443655745,-30169.4463360446,-30169.4463360446,-35916.3539953719,-37651.5443655745
62455,-36954.4051693594,-30514.6622385198,-30514.6622385198,-36831.0476287458,-36954.4051693594
62456,-37625.8982265627,-30309.935013191,-30309.935013191,-36927.6474415188,-37625.8982265627
62457,-38245.2912445512,-30311.6795924702,-30311.6795924702,-36417.363439282,-38245.2912445512
62458,-38548.4845296404,-30216.1792837296,-30216.1792837296,-36433.1751764787,-38548.4845296404
62459,-38427.6541710329,-29696.3180099073,-29696.3180099073,-35890.0936829728,-38427.6541710329
62460,-37512.3160064816,-29350.0423270247,-29350.0423270247,-35612.4135051061,-37512.3160064816
62461,-37520.533858972,-30217.9335128117,-30217.9335128117,-36161.4356113789,-37520.533858972
62462,-37965.0074510094,-30471.0583668615,-30471.0583668615,-36098.1301310371,-37965.0074510094
62463,-38189.0187706295,-30072.2942872176,-30072.2942872176,-36447.9710813799,-38189.0187706295
62464,-37744.5000564289,-30232.4337714099,-30232.4337714099,-36412.318782328,-37744.5000564289
62465,-38018.8372197677,-29740.7979735208,-29740.7979735208,-37106.2049411703,-38018.8372197677
62466,-37619.9060295523,-30214.6053102216,-30214.6053102216,-36424.4299483741,-37619.9060295523
62467,-36842.9927221942,-30441.6614485484,-30441.6614485484,-36645.5190577505,-36842.9927221942
62468,-37668.8835256939,-30373.4678643421,-30373.4678643421,-36531.9312868712,-37668.8835256939
62469,-38404.587588822,-30200.9279123864,-30200.9279123864,-36624.0804987159,-38404.587588822
62470,-37555.2823379498,-30148.7930341666,-30148.7930341666,-36338.6122659752,-37555.2823379498
62471,-37808.5560214008,-30585.886975933,-30585.886975933,-36253.7038168308,-37808.5560214008
62472,-38379.6576957876,-30863.4684423877,-30863.4684423877,-36383.5158925052,-38379.6576957876
62473,-38238.3298309892,-30690.9055040195,-30690.9055040195,-36516.5170223656,-38238.3298309892
62474,-38116.8296828978,-29944.3618466643,-29944.3618466643,-35379.6214136906,-38116.8296828978
62475,-37922.6456118632,-30365.3836218094,-30365.3836218094,-35285.5427702385,-37922.6456118632
62476,-37870.7350023996,-33042.9176678211,-33042.9176678211,-35625.9143803312,-37870.7350023996
62477,-37755.2850807277,-29697.9143177139,-29697.9143177139,-36186.0185916026,-37755.2850807277
62478,-38161.0447127583,-30041.9290476076,-30041.9290476076,-36109.2461436667,-38161.0447127583
