# ChronoModel 2.0.18
# ChronoModel Project
# Date Format : BC/AD
iter,EPI Begin,EPI End,V
55410,-28199.8880063709,-28199.8880063709,-28199.8880063709
55411,-28127.7710636312,-28127.7710636312,-28127.7710636312
55412,-28241.115925874,-28241.115925874,-28241.115925874
55413,-28296.815596254,-28296.815596254,-28296.815596254
55414,-28325.204471689,-28325.204471689,-28325.204471689
55415,-28048.0774299513,-28048.0774299513,-28048.0774299513
55416,-28016.0105094006,-28016.0105094006,-28016.0105094006
55417,-28046.9323726332,-28046.9323726332,-28046.9323726332
55418,-28139.8268070983,-28139.8268070983,-28139.8268070983
55419,-28062.2869486954,-28062.2869486954,-28062.2869486954
55420,-27788.3539274658,-27788.3539274658,-27788.3539274658
55421,-28386.1982477811,-28386.1982477811,-28386.1982477811
55422,-28293.2101474986,-28293.2101474986,-28293.2101474986
55423,-27049.4979160327,-27049.4979160327,-27049.4979160327
55424,-28244.9071048191,-28244.9071048191,-28244.9071048191
55425,-28059.446923646,-28059.446923646,-28059.446923646
55426,-27868.6947150288,-27868.6947150288,-27868.6947150288
55427,-28405.4132335493,-28405.4132335493,-28405.4132335493
55428,-27743.6424666489,-27743.6424666489,-27743.6424666489
55429,-28899.424977608,-28899.424977608,-28899.424977608
55430,-28349.3612251261,-28349.3612251261,-28349.3612251261
55431,-27904.1588474036,-27904.1588474036,-27904.1588474036
55432,-28399.2202331033,-28399.2202331033,-28399.2202331033
55433,-28126.0377672089,-28126.0377672089,-28126.0377672089
55434,-28150.7418062076,-28150.7418062076,-28150.7418062076
55435,-28771.4495970795,-28771.4495970795,-28771.4495970795
55436,-28726.4220996289,-28726.4220996289,-28726.4220996289
55437,-28303.9060184092,-28303.9060184092,-28303.9060184092
55438,-27741.0386703008,-27741.0386703008,-27741.0386703008
55439,-28046.4220386096,-28046.4220386096,-28046.4220386096
55440,-27461.2345148309,-27461.2345148309,-27461.2345148309
55441,-27996.2221205465,-27996.2221205465,-27996.2221205465
55442,-27758.8441761692,-27758.8441761692,-27758.8441761692
55443,-28160.2954774295,-28160.2954774295,-28160.2954774295
55444,-28547.9021211553,-28547.9021211553,-28547.9021211553
55445,-28276.1849030961,-28276.1849030961,-28276.1849030961
55446,-28746.1122058654,-28746.1122058654,-28746.1122058654
55447,-27092.7671564555,-27092.7671564555,-27092.7671564555
55448,-28202.0718782985,-28202.0718782985,-28202.0718782985
55449,-28250.3348613123,-28250.3348613123,-28250.3348613123
55450,-27955.5309271649,-27955.5309271649,-27955.5309271649
55451,-27950.2090657186,-27950.2090657186,-27950.2090657186
55452,-27777.1623841854,-27777.1623841854,-27777.1623841854
55453,-27997.6840470233,-27997.6840470233,-27997.6840470233
55454,-27414.4343627345,-27414.4343627345,-27414.4343627345
55455,-27984.8463241832,-27984.8463241832,-27984.8463241832
55456,-27611.9791083901,-27611.9791083901,-27611.9791083901
55457,-27551.6752789333,-27551.6752789333,-27551.6752789333
55458,-28139.5527111141,-28139.5527111141,-28139.5527111141
55459,-28638.9751947406,-28638.9751947406,-28638.9751947406
55460,-27906.2523386761,-27906.2523386761,-27906.2523386761
55461,-27667.6090578873,-27667.6090578873,-27667.6090578873
55462,-28121.9211319057,-28121.9211319057,-28121.9211319057
55463,-27320.5229814981,-27320.5229814981,-27320.5229814981
55464,-28720.2498067256,-28720.2498067256,-28720.2498067256
55465,-28531.3217542422,-28531.3217542422,-28531.3217542422
55466,-28162.8984106416,-28162.8984106416,-28162.8984106416
55467,-27851.0720998435,-27851.0720998435,-27851.0720998435
55468,-27025.1616391609,-27025.1616391609,-27025.1616391609
55469,-28878.3302977415,-28878.3302977415,-28878.3302977415
55470,-27947.1128818445,-27947.1128818445,-27947.1128818445
55471,-28107.6504079224,-28107.6504079224,-28107.6504079224
55472,-28346.8739554836,-28346.8739554836,-28346.8739554836
55473,-28249.4859518123,-28249.4859518123,-28249.4859518123
55474,-28011.1845345722,-28011.1845345722,-28011.1845345722
55475,-27678.1805628099,-27678.1805628099,-27678.1805628099
55476,-27794.6005821375,-27794.6005821375,-27794.6005821375
55477,-28281.8489134459,-28281.8489134459,-28281.8489134459
55478,-28168.4479990548,-28168.4479990548,-28168.4479990548
55479,-28143.2225948105,-28143.2225948105,-28143.2225948105
55480,-28142.6474635669,-28142.6474635669,-28142.6474635669
55481,-28181.9741832146,-28181.9741832146,-28181.9741832146
55482,-29386.042570785,-29386.042570785,-29386.042570785
55483,-28071.0658394208,-28071.0658394208,-28071.0658394208
55484,-27814.9238296572,-27814.9238296572,-27814.9238296572
55485,-27424.6213668881,-27424.6213668881,-27424.6213668881
55486,-28568.0933152401,-28568.0933152401,-28568.0933152401
55487,-27473.7450690346,-27473.7450690346,-27473.7450690346
55488,-28151.7520957165,-28151.7520957165,-28151.7520957165
55489,-28341.2338035968,-28341.2338035968,-28341.2338035968
55490,-28025.1228782033,-28025.1228782033,-28025.1228782033
55491,-28172.9480810097,-28172.9480810097,-28172.9480810097
55492,-27842.7553672042,-27842.7553672042,-27842.7553672042
55493,-28153.8192859206,-28153.8192859206,-28153.8192859206
55494,-28564.5745192077,-28564.5745192077,-28564.5745192077
55495,-28211.7499974427,-28211.7499974427,-28211.7499974427
55496,-27922.8040591882,-27922.8040591882,-27922.8040591882
55497,-27563.0190380504,-27563.0190380504,-27563.0190380504
55498,-27728.7538236178,-27728.7538236178,-27728.7538236178
55499,-27946.4630878179,-27946.4630878179,-27946.4630878179
55500,-27507.3850673581,-27507.3850673581,-27507.3850673581
55501,-27709.5154925581,-27709.5154925581,-27709.5154925581
55502,-28151.0192197364,-28151.0192197364,-28151.0192197364
55503,-27364.8609200681,-27364.8609200681,-27364.8609200681
55504,-27860.0542727942,-27860.0542727942,-27860.0542727942
55505,-27571.0542299363,-27571.0542299363,-27571.0542299363
55506,-28180.9026029811,-28180.9026029811,-28180.9026029811
55507,-27786.9364760455,-27786.9364760455,-27786.9364760455
55508,-27955.6450088758,-27955.6450088758,-27955.6450088758
55509,-28427.7462827688,-28427.7462827688,-28427.7462827688
55510,-28094.1955507431,-28094.1955507431,-28094.1955507431
55511,-28224.974282302,-28224.974282302,-28224.974282302
55512,-27816.5597755453,-27816.5597755453,-27816.5597755453
55513,-27776.9254125007,-27776.9254125007,-27776.9254125007
55514,-28981.9396687832,-28981.9396687832,-28981.9396687832
55515,-28243.3738287314,-28243.3738287314,-28243.3738287314
55516,-28051.772511568,-28051.772511568,-28051.772511568
55517,-28091.8647427019,-28091.8647427019,-28091.8647427019
55518,-28118.4137142188,-28118.4137142188,-28118.4137142188
55519,-27724.4525250734,-27724.4525250734,-27724.4525250734
55520,-27768.3848635681,-27768.3848635681,-27768.3848635681
55521,-28371.7172222119,-28371.7172222119,-28371.7172222119
55522,-27999.0692906429,-27999.0692906429,-27999.0692906429
55523,-27847.5439858045,-27847.5439858045,-27847.5439858045
55524,-28112.1322057429,-28112.1322057429,-28112.1322057429
55525,-28200.2248976,-28200.2248976,-28200.2248976
55526,-28057.2708277143,-28057.2708277143,-28057.2708277143
55527,-28049.9372359762,-28049.9372359762,-28049.9372359762
55528,-27825.1960526455,-27825.1960526455,-27825.1960526455
55529,-27737.4920450505,-27737.4920450505,-27737.4920450505
55530,-28238.8801610191,-28238.8801610191,-28238.8801610191
55531,-28154.3802984239,-28154.3802984239,-28154.3802984239
55532,-27345.8404676848,-27345.8404676848,-27345.8404676848
55533,-27942.4741726614,-27942.4741726614,-27942.4741726614
55534,-28083.7368560543,-28083.7368560543,-28083.7368560543
55535,-28238.0340152045,-28238.0340152045,-28238.0340152045
55536,-28430.6440827709,-28430.6440827709,-28430.6440827709
55537,-26911.1854616299,-26911.1854616299,-26911.1854616299
55538,-28427.2972521991,-28427.2972521991,-28427.2972521991
55539,-27860.3240076267,-27860.3240076267,-27860.3240076267
55540,-28186.4031245527,-28186.4031245527,-28186.4031245527
55541,-28833.7919309415,-28833.7919309415,-28833.7919309415
55542,-28152.2939892145,-28152.2939892145,-28152.2939892145
55543,-27997.2419630401,-27997.2419630401,-27997.2419630401
55544,-26299.2199667975,-26299.2199667975,-26299.2199667975
55545,-28345.2696923189,-28345.2696923189,-28345.2696923189
55546,-26972.7346839296,-26972.7346839296,-26972.7346839296
55547,-28492.8434365009,-28492.8434365009,-28492.8434365009
55548,-27876.1431400525,-27876.1431400525,-27876.1431400525
55549,-27795.0269250647,-27795.0269250647,-27795.0269250647
55550,-27643.2741269694,-27643.2741269694,-27643.2741269694
55551,-27679.5461772419,-27679.5461772419,-27679.5461772419
55552,-28089.6920731208,-28089.6920731208,-28089.6920731208
55553,-28131.9633282902,-28131.9633282902,-28131.9633282902
55554,-28204.0127036506,-28204.0127036506,-28204.0127036506
55555,-28140.4992732416,-28140.4992732416,-28140.4992732416
55556,-27808.0989094733,-27808.0989094733,-27808.0989094733
55557,-28168.4515931481,-28168.4515931481,-28168.4515931481
55558,-27906.0390789628,-27906.0390789628,-27906.0390789628
55559,-28084.4702045269,-28084.4702045269,-28084.4702045269
55560,-27378.1847964244,-27378.1847964244,-27378.1847964244
55561,-29382.5708720073,-29382.5708720073,-29382.5708720073
55562,-30109.9498152699,-30109.9498152699,-30109.9498152699
55563,-27325.0300454964,-27325.0300454964,-27325.0300454964
55564,-27619.8086924624,-27619.8086924624,-27619.8086924624
55565,-28538.5319102782,-28538.5319102782,-28538.5319102782
55566,-27054.9655659069,-27054.9655659069,-27054.9655659069
55567,-27678.657571947,-27678.657571947,-27678.657571947
55568,-27923.4875203395,-27923.4875203395,-27923.4875203395
55569,-28135.8812301557,-28135.8812301557,-28135.8812301557
55570,-27625.6427356856,-27625.6427356856,-27625.6427356856
55571,-28450.8632289603,-28450.8632289603,-28450.8632289603
55572,-27968.4399065757,-27968.4399065757,-27968.4399065757
55573,-28620.2107081027,-28620.2107081027,-28620.2107081027
55574,-27893.7844487806,-27893.7844487806,-27893.7844487806
55575,-27871.714945445,-27871.714945445,-27871.714945445
55576,-28258.944091017,-28258.944091017,-28258.944091017
55577,-27633.8549382738,-27633.8549382738,-27633.8549382738
55578,-28092.3377323192,-28092.3377323192,-28092.3377323192
55579,-28360.916971696,-28360.916971696,-28360.916971696
55580,-28339.4398614564,-28339.4398614564,-28339.4398614564
55581,-28858.7062458758,-28858.7062458758,-28858.7062458758
55582,-28228.0923445304,-28228.0923445304,-28228.0923445304
55583,-28378.1235201961,-28378.1235201961,-28378.1235201961
55584,-28216.1331131227,-28216.1331131227,-28216.1331131227
55585,-27655.5170234861,-27655.5170234861,-27655.5170234861
55586,-28144.0177940509,-28144.0177940509,-28144.0177940509
55587,-27777.1586708226,-27777.1586708226,-27777.1586708226
55588,-27497.1960813122,-27497.1960813122,-27497.1960813122
55589,-27816.8883161873,-27816.8883161873,-27816.8883161873
55590,-27350.0234834011,-27350.0234834011,-27350.0234834011
55591,-28265.4239269467,-28265.4239269467,-28265.4239269467
55592,-28173.6480737436,-28173.6480737436,-28173.6480737436
55593,-27810.4793432361,-27810.4793432361,-27810.4793432361
55594,-27839.0563603531,-27839.0563603531,-27839.0563603531
55595,-27752.080233311,-27752.080233311,-27752.080233311
55596,-28472.5819641368,-28472.5819641368,-28472.5819641368
55597,-28315.9212490548,-28315.9212490548,-28315.9212490548
55598,-28041.4781154329,-28041.4781154329,-28041.4781154329
55599,-28132.3033506544,-28132.3033506544,-28132.3033506544
55600,-27978.5180073462,-27978.5180073462,-27978.5180073462
55601,-27787.6982482663,-27787.6982482663,-27787.6982482663
55602,-28074.3698763958,-28074.3698763958,-28074.3698763958
55603,-27820.0798929761,-27820.0798929761,-27820.0798929761
55604,-28771.5754526285,-28771.5754526285,-28771.5754526285
55605,-27781.0054386349,-27781.0054386349,-27781.0054386349
55606,-28123.0242824026,-28123.0242824026,-28123.0242824026
55607,-28170.7788509037,-28170.7788509037,-28170.7788509037
55608,-28001.8993749404,-28001.8993749404,-28001.8993749404
55609,-27794.9122461696,-27794.9122461696,-27794.9122461696
55610,-28036.2188224845,-28036.2188224845,-28036.2188224845
55611,-27657.5641037604,-27657.5641037604,-27657.5641037604
55612,-28080.506333225,-28080.506333225,-28080.506333225
55613,-27899.3179610546,-27899.3179610546,-27899.3179610546
55614,-26605.2140657492,-26605.2140657492,-26605.2140657492
55615,-27887.2717156563,-27887.2717156563,-27887.2717156563
55616,-27668.36572479,-27668.36572479,-27668.36572479
55617,-28240.3606929319,-28240.3606929319,-28240.3606929319
55618,-27831.1694708118,-27831.1694708118,-27831.1694708118
55619,-27518.886978787,-27518.886978787,-27518.886978787
55620,-27671.7596149665,-27671.7596149665,-27671.7596149665
55621,-27648.2226541518,-27648.2226541518,-27648.2226541518
55622,-27753.3288185217,-27753.3288185217,-27753.3288185217
55623,-27154.1905116626,-27154.1905116626,-27154.1905116626
55624,-27462.5843894523,-27462.5843894523,-27462.5843894523
55625,-28146.8658233785,-28146.8658233785,-28146.8658233785
55626,-28232.1786793128,-28232.1786793128,-28232.1786793128
55627,-27811.211551859,-27811.211551859,-27811.211551859
55628,-28194.5913568473,-28194.5913568473,-28194.5913568473
55629,-27403.0828127687,-27403.0828127687,-27403.0828127687
55630,-28260.6072622223,-28260.6072622223,-28260.6072622223
55631,-27566.2450137847,-27566.2450137847,-27566.2450137847
55632,-27997.9604595368,-27997.9604595368,-27997.9604595368
55633,-28792.2052195731,-28792.2052195731,-28792.2052195731
55634,-28078.6508176377,-28078.6508176377,-28078.6508176377
55635,-28525.9729232658,-28525.9729232658,-28525.9729232658
55636,-27716.6156262105,-27716.6156262105,-27716.6156262105
55637,-28473.6384742592,-28473.6384742592,-28473.6384742592
55638,-26537.3310699465,-26537.3310699465,-26537.3310699465
55639,-26891.1464554483,-26891.1464554483,-26891.1464554483
55640,-28144.1299325485,-28144.1299325485,-28144.1299325485
55641,-27975.191705731,-27975.191705731,-27975.191705731
55642,-27871.5701754305,-27871.5701754305,-27871.5701754305
55643,-27703.1453036522,-27703.1453036522,-27703.1453036522
55644,-27998.5958972436,-27998.5958972436,-27998.5958972436
55645,-29040.8600783995,-29040.8600783995,-29040.8600783995
55646,-29444.0439175156,-29444.0439175156,-29444.0439175156
55647,-28609.6722255658,-28609.6722255658,-28609.6722255658
55648,-27607.2850601848,-27607.2850601848,-27607.2850601848
55649,-25389.8346642845,-25389.8346642845,-25389.8346642845
55650,-28146.0385611066,-28146.0385611066,-28146.0385611066
55651,-28269.8319510502,-28269.8319510502,-28269.8319510502
55652,-28361.8615295903,-28361.8615295903,-28361.8615295903
55653,-28043.7124022886,-28043.7124022886,-28043.7124022886
55654,-26762.9101290888,-26762.9101290888,-26762.9101290888
55655,-28038.0019877956,-28038.0019877956,-28038.0019877956
55656,-28322.5544498408,-28322.5544498408,-28322.5544498408
55657,-26981.9533022074,-26981.9533022074,-26981.9533022074
55658,-27625.1912347138,-27625.1912347138,-27625.1912347138
55659,-28399.571706534,-28399.571706534,-28399.571706534
55660,-27933.0928366686,-27933.0928366686,-27933.0928366686
55661,-28008.0455793385,-28008.0455793385,-28008.0455793385
55662,-28214.0068345106,-28214.0068345106,-28214.0068345106
55663,-27224.1330711745,-27224.1330711745,-27224.1330711745
55664,-27667.5937671176,-27667.5937671176,-27667.5937671176
55665,-28415.4064745115,-28415.4064745115,-28415.4064745115
55666,-28434.1129123869,-28434.1129123869,-28434.1129123869
55667,-28065.8342675804,-28065.8342675804,-28065.8342675804
55668,-28195.6982898888,-28195.6982898888,-28195.6982898888
55669,-28295.4357019712,-28295.4357019712,-28295.4357019712
55670,-27803.1634106925,-27803.1634106925,-27803.1634106925
55671,-28490.3115309048,-28490.3115309048,-28490.3115309048
55672,-28256.1554389289,-28256.1554389289,-28256.1554389289
55673,-28001.3515945522,-28001.3515945522,-28001.3515945522
55674,-27676.0125870475,-27676.0125870475,-27676.0125870475
55675,-27875.6820935167,-27875.6820935167,-27875.6820935167
55676,-28147.0501532288,-28147.0501532288,-28147.0501532288
55677,-27784.8880218843,-27784.8880218843,-27784.8880218843
55678,-28012.2332989291,-28012.2332989291,-28012.2332989291
55679,-28319.0313481341,-28319.0313481341,-28319.0313481341
55680,-27093.3227119697,-27093.3227119697,-27093.3227119697
55681,-27742.3887437944,-27742.3887437944,-27742.3887437944
55682,-28461.7960501454,-28461.7960501454,-28461.7960501454
55683,-27944.6520747031,-27944.6520747031,-27944.6520747031
55684,-28270.718312814,-28270.718312814,-28270.718312814
55685,-28251.6589902906,-28251.6589902906,-28251.6589902906
55686,-27715.8529114239,-27715.8529114239,-27715.8529114239
55687,-27909.1389039698,-27909.1389039698,-27909.1389039698
55688,-27770.3824873093,-27770.3824873093,-27770.3824873093
55689,-27919.0710296835,-27919.0710296835,-27919.0710296835
55690,-28020.8611991616,-28020.8611991616,-28020.8611991616
55691,-27418.1620645903,-27418.1620645903,-27418.1620645903
55692,-27671.415788422,-27671.415788422,-27671.415788422
55693,-28118.5811682553,-28118.5811682553,-28118.5811682553
55694,-28201.7897772773,-28201.7897772773,-28201.7897772773
55695,-28268.5610924073,-28268.5610924073,-28268.5610924073
55696,-27929.2359974378,-27929.2359974378,-27929.2359974378
55697,-27247.9953310084,-27247.9953310084,-27247.9953310084
55698,-29496.7934003174,-29496.7934003174,-29496.7934003174
55699,-27646.7133583686,-27646.7133583686,-27646.7133583686
55700,-27766.518145471,-27766.518145471,-27766.518145471
55701,-28561.069832453,-28561.069832453,-28561.069832453
55702,-27876.0088446484,-27876.0088446484,-27876.0088446484
55703,-28321.1631698297,-28321.1631698297,-28321.1631698297
55704,-27986.5108057723,-27986.5108057723,-27986.5108057723
55705,-28335.5622207934,-28335.5622207934,-28335.5622207934
55706,-27760.9506226271,-27760.9506226271,-27760.9506226271
55707,-27847.8118864177,-27847.8118864177,-27847.8118864177
55708,-27813.266839199,-27813.266839199,-27813.266839199
55709,-27542.2761945926,-27542.2761945926,-27542.2761945926
55710,-28523.8635912474,-28523.8635912474,-28523.8635912474
55711,-29934.1919370156,-29934.1919370156,-29934.1919370156
55712,-27929.4280306729,-27929.4280306729,-27929.4280306729
55713,-27993.5468617405,-27993.5468617405,-27993.5468617405
55714,-28054.6241720057,-28054.6241720057,-28054.6241720057
55715,-27455.7733239063,-27455.7733239063,-27455.7733239063
55716,-27442.2243252241,-27442.2243252241,-27442.2243252241
55717,-28061.6307781522,-28061.6307781522,-28061.6307781522
55718,-28630.6922453952,-28630.6922453952,-28630.6922453952
55719,-29014.7627973063,-29014.7627973063,-29014.7627973063
55720,-27693.0258760088,-27693.0258760088,-27693.0258760088
55721,-28358.281482524,-28358.281482524,-28358.281482524
55722,-28132.6337359613,-28132.6337359613,-28132.6337359613
55723,-27716.3951056914,-27716.3951056914,-27716.3951056914
55724,-28304.3504607874,-28304.3504607874,-28304.3504607874
55725,-28301.5529550355,-28301.5529550355,-28301.5529550355
55726,-28435.533855517,-28435.533855517,-28435.533855517
55727,-27714.1347691439,-27714.1347691439,-27714.1347691439
55728,-28413.8578643186,-28413.8578643186,-28413.8578643186
55729,-27804.1029361033,-27804.1029361033,-27804.1029361033
55730,-27482.2359505962,-27482.2359505962,-27482.2359505962
55731,-28233.7104993214,-28233.7104993214,-28233.7104993214
55732,-28668.4312797494,-28668.4312797494,-28668.4312797494
55733,-28229.829464035,-28229.829464035,-28229.829464035
55734,-28243.9070308344,-28243.9070308344,-28243.9070308344
55735,-28400.3976055181,-28400.3976055181,-28400.3976055181
55736,-27357.2966268931,-27357.2966268931,-27357.2966268931
55737,-27967.8861817591,-27967.8861817591,-27967.8861817591
55738,-27930.4183474627,-27930.4183474627,-27930.4183474627
55739,-27676.5592317538,-27676.5592317538,-27676.5592317538
55740,-28953.7626392168,-28953.7626392168,-28953.7626392168
55741,-26330.165873379,-26330.165873379,-26330.165873379
55742,-27937.2425594484,-27937.2425594484,-27937.2425594484
55743,-28583.0617765053,-28583.0617765053,-28583.0617765053
55744,-27845.1885812232,-27845.1885812232,-27845.1885812232
55745,-27607.3661583802,-27607.3661583802,-27607.3661583802
55746,-28621.2554713262,-28621.2554713262,-28621.2554713262
55747,-27490.4201355718,-27490.4201355718,-27490.4201355718
55748,-27947.7987028288,-27947.7987028288,-27947.7987028288
55749,-27582.8851794362,-27582.8851794362,-27582.8851794362
55750,-27849.5044035302,-27849.5044035302,-27849.5044035302
55751,-27926.8668664075,-27926.8668664075,-27926.8668664075
55752,-27876.4993117942,-27876.4993117942,-27876.4993117942
55753,-28556.9880745982,-28556.9880745982,-28556.9880745982
55754,-28047.6568434619,-28047.6568434619,-28047.6568434619
55755,-27863.100650541,-27863.100650541,-27863.100650541
55756,-28356.2800342625,-28356.2800342625,-28356.2800342625
55757,-28448.4777874078,-28448.4777874078,-28448.4777874078
55758,-28686.4303617357,-28686.4303617357,-28686.4303617357
55759,-28296.5289993991,-28296.5289993991,-28296.5289993991
55760,-27913.3730245822,-27913.3730245822,-27913.3730245822
55761,-28028.4996773234,-28028.4996773234,-28028.4996773234
55762,-28107.2395122676,-28107.2395122676,-28107.2395122676
55763,-28019.7369299045,-28019.7369299045,-28019.7369299045
55764,-28527.2757492153,-28527.2757492153,-28527.2757492153
55765,-28053.930010687,-28053.930010687,-28053.930010687
55766,-28488.1285809764,-28488.1285809764,-28488.1285809764
55767,-28923.0301013722,-28923.0301013722,-28923.0301013722
55768,-28648.717139981,-28648.717139981,-28648.717139981
55769,-28197.4968624411,-28197.4968624411,-28197.4968624411
55770,-27574.3958411348,-27574.3958411348,-27574.3958411348
55771,-27601.9153447386,-27601.9153447386,-27601.9153447386
55772,-28430.392832166,-28430.392832166,-28430.392832166
55773,-28020.4026425228,-28020.4026425228,-28020.4026425228
55774,-28162.8268481753,-28162.8268481753,-28162.8268481753
55775,-27949.3323724829,-27949.3323724829,-27949.3323724829
55776,-27879.1181028774,-27879.1181028774,-27879.1181028774
55777,-28056.9137810533,-28056.9137810533,-28056.9137810533
55778,-27763.840272478,-27763.840272478,-27763.840272478
55779,-27985.4452102519,-27985.4452102519,-27985.4452102519
55780,-28024.5054349865,-28024.5054349865,-28024.5054349865
55781,-28980.0471265128,-28980.0471265128,-28980.0471265128
55782,-28559.8618438854,-28559.8618438854,-28559.8618438854
55783,-27506.8975449701,-27506.8975449701,-27506.8975449701
55784,-26016.3744270752,-26016.3744270752,-26016.3744270752
55785,-27822.1351985455,-27822.1351985455,-27822.1351985455
55786,-27600.8267871864,-27600.8267871864,-27600.8267871864
55787,-28067.141301391,-28067.141301391,-28067.141301391
55788,-28233.6067171297,-28233.6067171297,-28233.6067171297
55789,-27585.4719201659,-27585.4719201659,-27585.4719201659
55790,-27851.0072212672,-27851.0072212672,-27851.0072212672
55791,-27795.0214379518,-27795.0214379518,-27795.0214379518
55792,-27840.9094496846,-27840.9094496846,-27840.9094496846
55793,-28555.9114486903,-28555.9114486903,-28555.9114486903
55794,-28526.1844035523,-28526.1844035523,-28526.1844035523
55795,-28155.3770806861,-28155.3770806861,-28155.3770806861
55796,-28267.6899064894,-28267.6899064894,-28267.6899064894
55797,-28461.5994753922,-28461.5994753922,-28461.5994753922
55798,-28854.7049954109,-28854.7049954109,-28854.7049954109
55799,-30131.6540913163,-30131.6540913163,-30131.6540913163
55800,-27980.7556109906,-27980.7556109906,-27980.7556109906
55801,-28680.6190323625,-28680.6190323625,-28680.6190323625
55802,-28516.7625036287,-28516.7625036287,-28516.7625036287
55803,-26550.1671662885,-26550.1671662885,-26550.1671662885
55804,-27718.5992830539,-27718.5992830539,-27718.5992830539
55805,-28048.7821195305,-28048.7821195305,-28048.7821195305
55806,-27408.7805615711,-27408.7805615711,-27408.7805615711
55807,-28014.5772236556,-28014.5772236556,-28014.5772236556
55808,-27904.7909674369,-27904.7909674369,-27904.7909674369
55809,-27845.0491841935,-27845.0491841935,-27845.0491841935
55810,-27597.9752359368,-27597.9752359368,-27597.9752359368
55811,-25754.8536950109,-25754.8536950109,-25754.8536950109
55812,-28713.1792782246,-28713.1792782246,-28713.1792782246
55813,-27482.5921757003,-27482.5921757003,-27482.5921757003
55814,-27892.7476437171,-27892.7476437171,-27892.7476437171
55815,-27130.7830626492,-27130.7830626492,-27130.7830626492
55816,-28541.8543562735,-28541.8543562735,-28541.8543562735
55817,-28181.8302349592,-28181.8302349592,-28181.8302349592
55818,-28172.2561921985,-28172.2561921985,-28172.2561921985
55819,-29171.5766324568,-29171.5766324568,-29171.5766324568
55820,-27819.0064199148,-27819.0064199148,-27819.0064199148
55821,-28304.5262618001,-28304.5262618001,-28304.5262618001
55822,-28030.03464474,-28030.03464474,-28030.03464474
55823,-28277.5682322388,-28277.5682322388,-28277.5682322388
55824,-28334.0744542847,-28334.0744542847,-28334.0744542847
55825,-29127.0345096842,-29127.0345096842,-29127.0345096842
55826,-28183.1388236555,-28183.1388236555,-28183.1388236555
55827,-28081.9824722502,-28081.9824722502,-28081.9824722502
55828,-27726.45227284,-27726.45227284,-27726.45227284
55829,-28217.1004080613,-28217.1004080613,-28217.1004080613
55830,-28336.0629847265,-28336.0629847265,-28336.0629847265
55831,-27411.8000046373,-27411.8000046373,-27411.8000046373
55832,-28248.0223707187,-28248.0223707187,-28248.0223707187
55833,-28324.7615267507,-28324.7615267507,-28324.7615267507
55834,-28030.849121732,-28030.849121732,-28030.849121732
55835,-27238.3796315666,-27238.3796315666,-27238.3796315666
55836,-27106.8730824862,-27106.8730824862,-27106.8730824862
55837,-28005.3637901923,-28005.3637901923,-28005.3637901923
55838,-27329.7580100054,-27329.7580100054,-27329.7580100054
55839,-28299.7812048235,-28299.7812048235,-28299.7812048235
55840,-28041.1802206015,-28041.1802206015,-28041.1802206015
55841,-27901.1753746018,-27901.1753746018,-27901.1753746018
55842,-28304.0406300742,-28304.0406300742,-28304.0406300742
55843,-28493.6292421903,-28493.6292421903,-28493.6292421903
55844,-28084.3146209219,-28084.3146209219,-28084.3146209219
55845,-27603.9663110704,-27603.9663110704,-27603.9663110704
55846,-26696.6911995455,-26696.6911995455,-26696.6911995455
55847,-28893.3592337903,-28893.3592337903,-28893.3592337903
55848,-28077.2455075124,-28077.2455075124,-28077.2455075124
55849,-27923.1294822709,-27923.1294822709,-27923.1294822709
55850,-28064.9617296924,-28064.9617296924,-28064.9617296924
55851,-28104.5628876651,-28104.5628876651,-28104.5628876651
55852,-28037.744371164,-28037.744371164,-28037.744371164
55853,-28038.4247461047,-28038.4247461047,-28038.4247461047
55854,-28202.0278775949,-28202.0278775949,-28202.0278775949
55855,-28133.0623236431,-28133.0623236431,-28133.0623236431
55856,-27917.0355699615,-27917.0355699615,-27917.0355699615
55857,-28215.1469937534,-28215.1469937534,-28215.1469937534
55858,-27914.1043157241,-27914.1043157241,-27914.1043157241
55859,-27886.3857145791,-27886.3857145791,-27886.3857145791
55860,-28372.4779495516,-28372.4779495516,-28372.4779495516
55861,-28886.9600316767,-28886.9600316767,-28886.9600316767
55862,-28331.9037489548,-28331.9037489548,-28331.9037489548
55863,-27854.7902047542,-27854.7902047542,-27854.7902047542
55864,-28107.0421509205,-28107.0421509205,-28107.0421509205
55865,-27808.4754018575,-27808.4754018575,-27808.4754018575
55866,-27720.4986907727,-27720.4986907727,-27720.4986907727
55867,-28160.6291347965,-28160.6291347965,-28160.6291347965
55868,-27792.5904302535,-27792.5904302535,-27792.5904302535
55869,-27369.6787908073,-27369.6787908073,-27369.6787908073
55870,-27451.5132032035,-27451.5132032035,-27451.5132032035
55871,-28495.6271730223,-28495.6271730223,-28495.6271730223
55872,-27934.3678285,-27934.3678285,-27934.3678285
55873,-28390.0551598716,-28390.0551598716,-28390.0551598716
55874,-28291.1038373367,-28291.1038373367,-28291.1038373367
55875,-27614.5327217805,-27614.5327217805,-27614.5327217805
55876,-27444.5553943731,-27444.5553943731,-27444.5553943731
55877,-28074.4116510135,-28074.4116510135,-28074.4116510135
